Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,branch-tihy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Audio file,Orthography
7,1701478221005,02/12/2023 00:50:21,1701478220511,1,02/12/2023 01:50:20,146089,8,task-umle,,33363410,BLIND,9877842,,complete,,656a7e8ce591aa346ef50c65,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Test Run Phonotactics,5,SoundCheckPassed,5,test passed,,,,,3,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,8653.60000000149,,,,,0,1,0,,,,,,Task,marar.wav,marar
8,1701478221005,02/12/2023 00:50:21,1701478220519,1,02/12/2023 01:50:20,146089,8,task-umle,,33363410,BLIND,9877842,,complete,,656a7e8ce591aa346ef50c65,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Test Run Phonotactics,5,SoundCheckPassed,5,test passed,,,,,3,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,façön.wav,façön
9,1701478221005,02/12/2023 00:50:21,1701478220520,1,02/12/2023 01:50:20,146089,8,task-umle,,33363410,BLIND,9877842,,complete,,656a7e8ce591aa346ef50c65,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Test Run Phonotactics,5,SoundCheckPassed,5,test passed,,,,,3,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,content_web_audio,1.7000000029802322,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,façön.wav,façön
10,1701478226986,02/12/2023 00:50:26,1701478226581,1,02/12/2023 01:50:26,146089,8,task-umle,,33363410,BLIND,9877842,,complete,,656a7e8ce591aa346ef50c65,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Test Run Phonotactics,5,SoundCheckPassed,5,test passed,,,,,3,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_endValue,6061.80000000447,,,0,,0,1,0,,,,,,Task,façön.wav,façön
11,1701478227058,02/12/2023 00:50:27,1701478226582,1,02/12/2023 01:50:26,146089,8,task-umle,,33363410,BLIND,9877842,,complete,,656a7e8ce591aa346ef50c65,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Test Run Phonotactics,5,SoundCheckPassed,5,test passed,,,,,3,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone4,continue_button,6061.80000000447,,,,,0,1,0,,,,,,Task,façön.wav,façön
12,1701478227058,02/12/2023 00:50:27,1701478226583,1,02/12/2023 01:50:26,146089,8,task-umle,,33363410,BLIND,9877842,,complete,,656a7e8ce591aa346ef50c65,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Test Run Phonotactics,5,SoundCheckPassed,5,test passed,,,,,3,,yes,Spreadsheet1,,,END TASK,,,,,28507,,,,,0,1,0,,,,,,,,
1,1701482261383,02/12/2023 01:57:41,1701482261266,0,02/12/2023 01:57:41,146089,8,task-umle,,33363767,BLIND,9877910,,complete,,656a8e816626c75c57ad94fd,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1920x1080,1920x1028,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1701482274279,02/12/2023 01:57:54,1701482274225,0,02/12/2023 01:57:54,146089,8,task-umle,,33363767,BLIND,9877910,,complete,,656a8e816626c75c57ad94fd,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1920x1080,1920x1028,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,12933,,,,,0,1,0,,,,,,Prompt,,
3,1701482274377,02/12/2023 01:57:54,1701482274235,0,02/12/2023 01:57:54,146089,8,task-umle,,33363767,BLIND,9877910,,complete,,656a8e816626c75c57ad94fd,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1920x1080,1920x1028,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,marar.wav,marar
4,1701482274377,02/12/2023 01:57:54,1701482274237,0,02/12/2023 01:57:54,146089,8,task-umle,,33363767,BLIND,9877910,,complete,,656a8e816626c75c57ad94fd,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1920x1080,1920x1028,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,4,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,marar.wav,marar
5,1701482281605,02/12/2023 01:58:01,1701482281519,0,02/12/2023 01:58:01,146089,8,task-umle,,33363767,BLIND,9877910,,complete,,656a8e816626c75c57ad94fd,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1920x1080,1920x1028,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,7284,,,76,,0,1,0,,,,,,Task,marar.wav,marar
6,1701482281677,02/12/2023 01:58:01,1701482281520,0,02/12/2023 01:58:01,146089,8,task-umle,,33363767,BLIND,9877910,,complete,,656a8e816626c75c57ad94fd,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1920x1080,1920x1028,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,7284,,,,,0,1,0,,,,,,Task,marar.wav,marar
7,1701482281677,02/12/2023 01:58:01,1701482281530,0,02/12/2023 01:58:01,146089,8,task-umle,,33363767,BLIND,9877910,,complete,,656a8e816626c75c57ad94fd,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1920x1080,1920x1028,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,façön.wav,façön
8,1701482281677,02/12/2023 01:58:01,1701482281532,0,02/12/2023 01:58:01,146089,8,task-umle,,33363767,BLIND,9877910,,complete,,656a8e816626c75c57ad94fd,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1920x1080,1920x1028,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,façön.wav,façön
9,1701482288163,02/12/2023 01:58:08,1701482288095,0,02/12/2023 01:58:08,146089,8,task-umle,,33363767,BLIND,9877910,,complete,,656a8e816626c75c57ad94fd,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1920x1080,1920x1028,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_endValue,6564,,,50,,0,1,0,,,,,,Task,façön.wav,façön
10,1701482288228,02/12/2023 01:58:08,1701482288096,0,02/12/2023 01:58:08,146089,8,task-umle,,33363767,BLIND,9877910,,complete,,656a8e816626c75c57ad94fd,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1920x1080,1920x1028,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone4,continue_button,6564,,,,,0,1,0,,,,,,Task,façön.wav,façön
11,1701482288228,02/12/2023 01:58:08,1701482288097,0,02/12/2023 01:58:08,146089,8,task-umle,,33363767,BLIND,9877910,,complete,,656a8e816626c75c57ad94fd,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1920x1080,1920x1028,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,,,END TASK,,,,,26831,,,,,0,1,0,,,,,,,,
1,1701496768292,02/12/2023 05:59:28,1701496768096,11,02/12/2023 16:59:28,146089,8,task-umle,,33364619,BLIND,9878106,,complete,,656ac6c57d556b0b094e0fa6,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1920x937,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,4,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1701496781249,02/12/2023 05:59:41,1701496781061,11,02/12/2023 16:59:41,146089,8,task-umle,,33364619,BLIND,9878106,,complete,,656ac6c57d556b0b094e0fa6,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1920x937,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,4,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,12947.599999904633,,,,,0,1,0,,,,,,Prompt,,
3,1701496781552,02/12/2023 05:59:41,1701496781069,11,02/12/2023 16:59:41,146089,8,task-umle,,33364619,BLIND,9878106,,complete,,656ac6c57d556b0b094e0fa6,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1920x937,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,4,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,marar.wav,marar
4,1701496781552,02/12/2023 05:59:41,1701496781077,11,02/12/2023 16:59:41,146089,8,task-umle,,33364619,BLIND,9878106,,complete,,656ac6c57d556b0b094e0fa6,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1920x937,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,4,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,9.600000023841858,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,marar.wav,marar
5,1701496789182,02/12/2023 05:59:49,1701496789012,11,02/12/2023 16:59:49,146089,8,task-umle,,33364619,BLIND,9878106,,complete,,656ac6c57d556b0b094e0fa6,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1920x937,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,4,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,7943.600000023842,,,65,,0,1,0,,,,,,Task,marar.wav,marar
6,1701496789465,02/12/2023 05:59:49,1701496789012,11,02/12/2023 16:59:49,146089,8,task-umle,,33364619,BLIND,9878106,,complete,,656ac6c57d556b0b094e0fa6,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1920x937,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,4,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,7943.600000023842,,,,,0,1,0,,,,,,Task,marar.wav,marar
7,1701496789465,02/12/2023 05:59:49,1701496789018,11,02/12/2023 16:59:49,146089,8,task-umle,,33364619,BLIND,9878106,,complete,,656ac6c57d556b0b094e0fa6,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1920x937,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,4,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,façön.wav,façön
8,1701496789465,02/12/2023 05:59:49,1701496789020,11,02/12/2023 16:59:49,146089,8,task-umle,,33364619,BLIND,9878106,,complete,,656ac6c57d556b0b094e0fa6,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1920x937,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,4,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,content_web_audio,1.600000023841858,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,façön.wav,façön
9,1701496796080,02/12/2023 05:59:56,1701496795912,11,02/12/2023 16:59:55,146089,8,task-umle,,33364619,BLIND,9878106,,complete,,656ac6c57d556b0b094e0fa6,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1920x937,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,4,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_endValue,6893.200000047684,,,23,,0,1,0,,,,,,Task,façön.wav,façön
10,1701496796357,02/12/2023 05:59:56,1701496795912,11,02/12/2023 16:59:55,146089,8,task-umle,,33364619,BLIND,9878106,,complete,,656ac6c57d556b0b094e0fa6,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1920x937,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,4,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone4,continue_button,6893.200000047684,,,,,0,1,0,,,,,,Task,façön.wav,façön
11,1701496796357,02/12/2023 05:59:56,1701496795916,11,02/12/2023 16:59:55,146089,8,task-umle,,33364619,BLIND,9878106,,complete,,656ac6c57d556b0b094e0fa6,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1920x937,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,4,,,,,,yes,Spreadsheet1,,,END TASK,,,,,27820,,,,,0,1,0,,,,,,,,
1,1701506455961,02/12/2023 08:40:55,1701506456942,0,02/12/2023 08:40:56,146089,8,task-umle,,33365131,BLIND,9878203,,complete,,656ae8b6b458c046d3b27ca9,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x754,,,,Test Run Phonotactics,5,SoundCheckPassed,4,test passed,,,,3,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1701506473987,02/12/2023 08:41:13,1701506475013,0,02/12/2023 08:41:15,146089,8,task-umle,,33365131,BLIND,9878203,,complete,,656ae8b6b458c046d3b27ca9,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x754,,,,Test Run Phonotactics,5,SoundCheckPassed,4,test passed,,,,3,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,18006.89999985695,,,,,0,1,0,,,,,,Prompt,,
3,1701506474107,02/12/2023 08:41:14,1701506475025,0,02/12/2023 08:41:15,146089,8,task-umle,,33365131,BLIND,9878203,,complete,,656ae8b6b458c046d3b27ca9,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x754,,,,Test Run Phonotactics,5,SoundCheckPassed,4,test passed,,,,3,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,marar.wav,marar
4,1701506474107,02/12/2023 08:41:14,1701506475028,0,02/12/2023 08:41:15,146089,8,task-umle,,33365131,BLIND,9878203,,complete,,656ae8b6b458c046d3b27ca9,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x754,,,,Test Run Phonotactics,5,SoundCheckPassed,4,test passed,,,,3,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,4.200000047683716,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,marar.wav,marar
5,1701506485356,02/12/2023 08:41:25,1701506486354,0,02/12/2023 08:41:26,146089,8,task-umle,,33365131,BLIND,9878203,,complete,,656ae8b6b458c046d3b27ca9,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x754,,,,Test Run Phonotactics,5,SoundCheckPassed,4,test passed,,,,3,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,11328.700000047684,,,32,,0,1,0,,,,,,Task,marar.wav,marar
6,1701506485461,02/12/2023 08:41:25,1701506486356,0,02/12/2023 08:41:26,146089,8,task-umle,,33365131,BLIND,9878203,,complete,,656ae8b6b458c046d3b27ca9,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x754,,,,Test Run Phonotactics,5,SoundCheckPassed,4,test passed,,,,3,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,11328.700000047684,,,,,0,1,0,,,,,,Task,marar.wav,marar
7,1701506485461,02/12/2023 08:41:25,1701506486377,0,02/12/2023 08:41:26,146089,8,task-umle,,33365131,BLIND,9878203,,complete,,656ae8b6b458c046d3b27ca9,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x754,,,,Test Run Phonotactics,5,SoundCheckPassed,4,test passed,,,,3,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,façön.wav,façön
8,1701506485461,02/12/2023 08:41:25,1701506486380,0,02/12/2023 08:41:26,146089,8,task-umle,,33365131,BLIND,9878203,,complete,,656ae8b6b458c046d3b27ca9,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x754,,,,Test Run Phonotactics,5,SoundCheckPassed,4,test passed,,,,3,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,content_web_audio,3.5999999046325684,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,façön.wav,façön
9,1701506492188,02/12/2023 08:41:32,1701506493166,0,02/12/2023 08:41:33,146089,8,task-umle,,33365131,BLIND,9878203,,complete,,656ae8b6b458c046d3b27ca9,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x754,,,,Test Run Phonotactics,5,SoundCheckPassed,4,test passed,,,,3,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_endValue,6789.799999952316,,,34,,0,1,0,,,,,,Task,façön.wav,façön
10,1701506492664,02/12/2023 08:41:32,1701506493167,0,02/12/2023 08:41:33,146089,8,task-umle,,33365131,BLIND,9878203,,complete,,656ae8b6b458c046d3b27ca9,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x754,,,,Test Run Phonotactics,5,SoundCheckPassed,4,test passed,,,,3,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone4,continue_button,6789.799999952316,,,,,0,1,0,,,,,,Task,façön.wav,façön
11,1701506492664,02/12/2023 08:41:32,1701506493170,0,02/12/2023 08:41:33,146089,8,task-umle,,33365131,BLIND,9878203,,complete,,656ae8b6b458c046d3b27ca9,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x754,,,,Test Run Phonotactics,5,SoundCheckPassed,4,test passed,,,,3,,,yes,Spreadsheet1,,,END TASK,,,,,36228,,,,,0,1,0,,,,,,,,
1,1701509689260,02/12/2023 09:34:49,1701509689185,0,02/12/2023 09:34:49,146089,8,task-umle,,33365873,BLIND,9878343,,complete,,656af86dff23435c75638f81,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,414x896,800x331,,,,Test Run Phonotactics,5,SoundCheckPassed,6,test passed,,,,,,3,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1701509737268,02/12/2023 09:35:37,1701509737002,0,02/12/2023 09:35:37,146089,8,task-umle,,33365873,BLIND,9878343,,complete,,656af86dff23435c75638f81,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,414x896,800x331,,,,Test Run Phonotactics,5,SoundCheckPassed,6,test passed,,,,,,3,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,47768,,,,,0,1,0,,,,,,Prompt,,
3,1701509737368,02/12/2023 09:35:37,1701509737018,0,02/12/2023 09:35:37,146089,8,task-umle,,33365873,BLIND,9878343,,complete,,656af86dff23435c75638f81,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,414x896,800x331,,,,Test Run Phonotactics,5,SoundCheckPassed,6,test passed,,,,,,3,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,marar.wav,marar
4,1701509737368,02/12/2023 09:35:37,1701509737021,0,02/12/2023 09:35:37,146089,8,task-umle,,33365873,BLIND,9878343,,complete,,656af86dff23435c75638f81,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,414x896,800x331,,,,Test Run Phonotactics,5,SoundCheckPassed,6,test passed,,,,,,3,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,marar.wav,marar
5,1701509756178,02/12/2023 09:35:56,1701509755973,0,02/12/2023 09:35:55,146089,8,task-umle,,33365873,BLIND,9878343,,complete,,656af86dff23435c75638f81,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,414x896,800x331,,,,Test Run Phonotactics,5,SoundCheckPassed,6,test passed,,,,,,3,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,18953,,,61,,0,1,0,,,,,,Task,marar.wav,marar
6,1701509756284,02/12/2023 09:35:56,1701509755978,0,02/12/2023 09:35:55,146089,8,task-umle,,33365873,BLIND,9878343,,complete,,656af86dff23435c75638f81,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,414x896,800x331,,,,Test Run Phonotactics,5,SoundCheckPassed,6,test passed,,,,,,3,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,18953,,,,,0,1,0,,,,,,Task,marar.wav,marar
7,1701509756284,02/12/2023 09:35:56,1701509755994,0,02/12/2023 09:35:55,146089,8,task-umle,,33365873,BLIND,9878343,,complete,,656af86dff23435c75638f81,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,414x896,800x331,,,,Test Run Phonotactics,5,SoundCheckPassed,6,test passed,,,,,,3,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,façön.wav,façön
8,1701509756284,02/12/2023 09:35:56,1701509755997,0,02/12/2023 09:35:55,146089,8,task-umle,,33365873,BLIND,9878343,,complete,,656af86dff23435c75638f81,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,414x896,800x331,,,,Test Run Phonotactics,5,SoundCheckPassed,6,test passed,,,,,,3,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,content_web_audio,3,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,façön.wav,façön
9,1701509763035,02/12/2023 09:36:03,1701509762790,0,02/12/2023 09:36:02,146089,8,task-umle,,33365873,BLIND,9878343,,complete,,656af86dff23435c75638f81,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,414x896,800x331,,,,Test Run Phonotactics,5,SoundCheckPassed,6,test passed,,,,,,3,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_endValue,6795,,,54,,0,1,0,,,,,,Task,façön.wav,façön
10,1701509763155,02/12/2023 09:36:03,1701509762794,0,02/12/2023 09:36:02,146089,8,task-umle,,33365873,BLIND,9878343,,complete,,656af86dff23435c75638f81,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,414x896,800x331,,,,Test Run Phonotactics,5,SoundCheckPassed,6,test passed,,,,,,3,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone4,continue_button,6795,,,,,0,1,0,,,,,,Task,façön.wav,façön
11,1701509763155,02/12/2023 09:36:03,1701509762796,0,02/12/2023 09:36:02,146089,8,task-umle,,33365873,BLIND,9878343,,complete,,656af86dff23435c75638f81,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,414x896,800x331,,,,Test Run Phonotactics,5,SoundCheckPassed,6,test passed,,,,,,3,yes,Spreadsheet1,,,END TASK,,,,,73611,,,,,0,1,0,,,,,,,,
1,1701536213496,02/12/2023 16:56:53,1701536214269,0,02/12/2023 16:56:54,146089,8,task-umle,,33373151,BLIND,9879902,,complete,,656b61562a4c0dfb7da33e00,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x955,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1701536231547,02/12/2023 16:57:11,1701536232347,0,02/12/2023 16:57:12,146089,8,task-umle,,33373151,BLIND,9879902,,complete,,656b61562a4c0dfb7da33e00,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x955,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,18060.399999976158,,,,,0,1,0,,,,,,Prompt,,
3,1701536231649,02/12/2023 16:57:11,1701536232353,0,02/12/2023 16:57:12,146089,8,task-umle,,33373151,BLIND,9879902,,complete,,656b61562a4c0dfb7da33e00,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x955,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,marar.wav,marar
4,1701536231649,02/12/2023 16:57:11,1701536232363,0,02/12/2023 16:57:12,146089,8,task-umle,,33373151,BLIND,9879902,,complete,,656b61562a4c0dfb7da33e00,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x955,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,10.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,marar.wav,marar
5,1701536238243,02/12/2023 16:57:18,1701536239003,0,02/12/2023 16:57:19,146089,8,task-umle,,33373151,BLIND,9879902,,complete,,656b61562a4c0dfb7da33e00,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x955,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,6650.600000023842,,,74,,0,1,0,,,,,,Task,marar.wav,marar
