Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,branch-tihy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Audio file,Orthography
9,1701400564709,01/12/2023 03:16:04,1701400564569,10.5,01/12/2023 13:46:04,146089,8,task-umle,,33341847,BLIND,9872101,,complete,,65694e7b3314a65dec78e750,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,428x926,832x345,,,,Test Run Phonotactics,5,SoundCheckPassed,2,test passed,,1,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_endValue,18238.999999999996,,,38,,0,1,0,,,,,,Task,façön.wav,façön
10,1701400565089,01/12/2023 03:16:05,1701400564571,10.5,01/12/2023 13:46:04,146089,8,task-umle,,33341847,BLIND,9872101,,complete,,65694e7b3314a65dec78e750,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,428x926,832x345,,,,Test Run Phonotactics,5,SoundCheckPassed,2,test passed,,1,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone4,continue_button,18238.999999999996,,,,,0,1,0,,,,,,Task,façön.wav,façön
11,1701400565089,01/12/2023 03:16:05,1701400564573,10.5,01/12/2023 13:46:04,146089,8,task-umle,,33341847,BLIND,9872101,,complete,,65694e7b3314a65dec78e750,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,428x926,832x345,,,,Test Run Phonotactics,5,SoundCheckPassed,2,test passed,,1,,,,,yes,Spreadsheet1,,,END TASK,,,,,47741,,,,,0,1,0,,,,,,,,
1,1701402435291,01/12/2023 03:47:15,1701402434621,-5,30/11/2023 22:47:14,146089,8,task-umle,,33341949,BLIND,9872129,,complete,,656956e17a9f309a332b89c5,computer,Desktop or Laptop,Windows 10,Firefox 120.0,1280x720,1280x606,,,,Test Run Phonotactics,5,SoundCheckPassed,6,test passed,,,,,,2,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1701402440051,01/12/2023 03:47:20,1701402439420,-5,30/11/2023 22:47:19,146089,8,task-umle,,33341949,BLIND,9872129,,complete,,656956e17a9f309a332b89c5,computer,Desktop or Laptop,Windows 10,Firefox 120.0,1280x720,1280x606,,,,Test Run Phonotactics,5,SoundCheckPassed,6,test passed,,,,,,2,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,4726,,,,,0,1,0,,,,,,Prompt,,
3,1701402440164,01/12/2023 03:47:20,1701402439432,-5,30/11/2023 22:47:19,146089,8,task-umle,,33341949,BLIND,9872129,,complete,,656956e17a9f309a332b89c5,computer,Desktop or Laptop,Windows 10,Firefox 120.0,1280x720,1280x606,,,,Test Run Phonotactics,5,SoundCheckPassed,6,test passed,,,,,,2,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,marar.wav,marar
4,1701402440164,01/12/2023 03:47:20,1701402439435,-5,30/11/2023 22:47:19,146089,8,task-umle,,33341949,BLIND,9872129,,complete,,656956e17a9f309a332b89c5,computer,Desktop or Laptop,Windows 10,Firefox 120.0,1280x720,1280x606,,,,Test Run Phonotactics,5,SoundCheckPassed,6,test passed,,,,,,2,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,marar.wav,marar
5,1701402445919,01/12/2023 03:47:25,1701402445309,-5,30/11/2023 22:47:25,146089,8,task-umle,,33341949,BLIND,9872129,,complete,,656956e17a9f309a332b89c5,computer,Desktop or Laptop,Windows 10,Firefox 120.0,1280x720,1280x606,,,,Test Run Phonotactics,5,SoundCheckPassed,6,test passed,,,,,,2,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,5875,,,83,,0,1,0,,,,,,Task,marar.wav,marar
6,1701402446076,01/12/2023 03:47:26,1701402445314,-5,30/11/2023 22:47:25,146089,8,task-umle,,33341949,BLIND,9872129,,complete,,656956e17a9f309a332b89c5,computer,Desktop or Laptop,Windows 10,Firefox 120.0,1280x720,1280x606,,,,Test Run Phonotactics,5,SoundCheckPassed,6,test passed,,,,,,2,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,5875,,,,,0,1,0,,,,,,Task,marar.wav,marar
7,1701402446076,01/12/2023 03:47:26,1701402445370,-5,30/11/2023 22:47:25,146089,8,task-umle,,33341949,BLIND,9872129,,complete,,656956e17a9f309a332b89c5,computer,Desktop or Laptop,Windows 10,Firefox 120.0,1280x720,1280x606,,,,Test Run Phonotactics,5,SoundCheckPassed,6,test passed,,,,,,2,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,façön.wav,façön
8,1701402446076,01/12/2023 03:47:26,1701402445380,-5,30/11/2023 22:47:25,146089,8,task-umle,,33341949,BLIND,9872129,,complete,,656956e17a9f309a332b89c5,computer,Desktop or Laptop,Windows 10,Firefox 120.0,1280x720,1280x606,,,,Test Run Phonotactics,5,SoundCheckPassed,6,test passed,,,,,,2,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,content_web_audio,13,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,façön.wav,façön
9,1701402449545,01/12/2023 03:47:29,1701402448923,-5,30/11/2023 22:47:28,146089,8,task-umle,,33341949,BLIND,9872129,,complete,,656956e17a9f309a332b89c5,computer,Desktop or Laptop,Windows 10,Firefox 120.0,1280x720,1280x606,,,,Test Run Phonotactics,5,SoundCheckPassed,6,test passed,,,,,,2,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_endValue,3554,,,55,,0,1,0,,,,,,Task,façön.wav,façön
10,1701402449685,01/12/2023 03:47:29,1701402448926,-5,30/11/2023 22:47:28,146089,8,task-umle,,33341949,BLIND,9872129,,complete,,656956e17a9f309a332b89c5,computer,Desktop or Laptop,Windows 10,Firefox 120.0,1280x720,1280x606,,,,Test Run Phonotactics,5,SoundCheckPassed,6,test passed,,,,,,2,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone4,continue_button,3554,,,,,0,1,0,,,,,,Task,façön.wav,façön
11,1701402449685,01/12/2023 03:47:29,1701402448929,-5,30/11/2023 22:47:28,146089,8,task-umle,,33341949,BLIND,9872129,,complete,,656956e17a9f309a332b89c5,computer,Desktop or Laptop,Windows 10,Firefox 120.0,1280x720,1280x606,,,,Test Run Phonotactics,5,SoundCheckPassed,6,test passed,,,,,,2,yes,Spreadsheet1,,,END TASK,,,,,14308,,,,,0,1,0,,,,,,,,
1,1701404523771,01/12/2023 04:22:03,1701404522786,11,01/12/2023 15:22:02,146089,8,task-umle,,33342080,BLIND,9872182,,complete,,65695eda56d3d7ca3fd50a27,computer,Desktop or Laptop,Windows 10,Firefox 119.0,1920x1080,1920x965,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1701404533191,01/12/2023 04:22:13,1701404532250,11,01/12/2023 15:22:12,146089,8,task-umle,,33342080,BLIND,9872182,,complete,,65695eda56d3d7ca3fd50a27,computer,Desktop or Laptop,Windows 10,Firefox 119.0,1920x1080,1920x965,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,9432,,,,,0,1,0,,,,,,Prompt,,
3,1701404533500,01/12/2023 04:22:13,1701404532263,11,01/12/2023 15:22:12,146089,8,task-umle,,33342080,BLIND,9872182,,complete,,65695eda56d3d7ca3fd50a27,computer,Desktop or Laptop,Windows 10,Firefox 119.0,1920x1080,1920x965,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,marar.wav,marar
4,1701404533500,01/12/2023 04:22:13,1701404532268,11,01/12/2023 15:22:12,146089,8,task-umle,,33342080,BLIND,9872182,,complete,,65695eda56d3d7ca3fd50a27,computer,Desktop or Laptop,Windows 10,Firefox 119.0,1920x1080,1920x965,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,6,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,marar.wav,marar
5,1701404539283,01/12/2023 04:22:19,1701404538356,11,01/12/2023 15:22:18,146089,8,task-umle,,33342080,BLIND,9872182,,complete,,65695eda56d3d7ca3fd50a27,computer,Desktop or Laptop,Windows 10,Firefox 119.0,1920x1080,1920x965,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,6095,,,61,,0,1,0,,,,,,Task,marar.wav,marar
6,1701404539615,01/12/2023 04:22:19,1701404538357,11,01/12/2023 15:22:18,146089,8,task-umle,,33342080,BLIND,9872182,,complete,,65695eda56d3d7ca3fd50a27,computer,Desktop or Laptop,Windows 10,Firefox 119.0,1920x1080,1920x965,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,6095,,,,,0,1,0,,,,,,Task,marar.wav,marar
7,1701404539615,01/12/2023 04:22:19,1701404538367,11,01/12/2023 15:22:18,146089,8,task-umle,,33342080,BLIND,9872182,,complete,,65695eda56d3d7ca3fd50a27,computer,Desktop or Laptop,Windows 10,Firefox 119.0,1920x1080,1920x965,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,façön.wav,façön
8,1701404539615,01/12/2023 04:22:19,1701404538371,11,01/12/2023 15:22:18,146089,8,task-umle,,33342080,BLIND,9872182,,complete,,65695eda56d3d7ca3fd50a27,computer,Desktop or Laptop,Windows 10,Firefox 119.0,1920x1080,1920x965,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,content_web_audio,4,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,façön.wav,façön
9,1701404545734,01/12/2023 04:22:25,1701404544775,11,01/12/2023 15:22:24,146089,8,task-umle,,33342080,BLIND,9872182,,complete,,65695eda56d3d7ca3fd50a27,computer,Desktop or Laptop,Windows 10,Firefox 119.0,1920x1080,1920x965,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_endValue,6410,,,30,,0,1,0,,,,,,Task,façön.wav,façön
10,1701404546038,01/12/2023 04:22:26,1701404544776,11,01/12/2023 15:22:24,146089,8,task-umle,,33342080,BLIND,9872182,,complete,,65695eda56d3d7ca3fd50a27,computer,Desktop or Laptop,Windows 10,Firefox 119.0,1920x1080,1920x965,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone4,continue_button,6410,,,,,0,1,0,,,,,,Task,façön.wav,façön
11,1701404546038,01/12/2023 04:22:26,1701404544785,11,01/12/2023 15:22:24,146089,8,task-umle,,33342080,BLIND,9872182,,complete,,65695eda56d3d7ca3fd50a27,computer,Desktop or Laptop,Windows 10,Firefox 119.0,1920x1080,1920x965,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,,,END TASK,,,,,21999,,,,,0,1,0,,,,,,,,
1,1701406563923,01/12/2023 04:56:03,1701406564471,-5,30/11/2023 23:56:04,146089,8,task-umle,,33342270,BLIND,9872222,,complete,,656966424bde2a6c9da09286,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x923,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1701406579372,01/12/2023 04:56:19,1701406579956,-5,30/11/2023 23:56:19,146089,8,task-umle,,33342270,BLIND,9872222,,complete,,656966424bde2a6c9da09286,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x923,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,15465.399999976158,,,,,0,1,0,,,,,,Prompt,,
3,1701406579541,01/12/2023 04:56:19,1701406579963,-5,30/11/2023 23:56:19,146089,8,task-umle,,33342270,BLIND,9872222,,complete,,656966424bde2a6c9da09286,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x923,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,marar.wav,marar
4,1701406579541,01/12/2023 04:56:19,1701406579972,-5,30/11/2023 23:56:19,146089,8,task-umle,,33342270,BLIND,9872222,,complete,,656966424bde2a6c9da09286,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x923,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,10.399999976158142,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,marar.wav,marar
5,1701406587990,01/12/2023 04:56:27,1701406588569,-5,30/11/2023 23:56:28,146089,8,task-umle,,33342270,BLIND,9872222,,complete,,656966424bde2a6c9da09286,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x923,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,8606.5,,,11,,0,1,0,,,,,,Task,marar.wav,marar
6,1701406588157,01/12/2023 04:56:28,1701406588569,-5,30/11/2023 23:56:28,146089,8,task-umle,,33342270,BLIND,9872222,,complete,,656966424bde2a6c9da09286,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x923,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,8606.5,,,,,0,1,0,,,,,,Task,marar.wav,marar
7,1701406588157,01/12/2023 04:56:28,1701406588573,-5,30/11/2023 23:56:28,146089,8,task-umle,,33342270,BLIND,9872222,,complete,,656966424bde2a6c9da09286,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x923,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,façön.wav,façön
8,1701406588157,01/12/2023 04:56:28,1701406588574,-5,30/11/2023 23:56:28,146089,8,task-umle,,33342270,BLIND,9872222,,complete,,656966424bde2a6c9da09286,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x923,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,content_web_audio,1.399999976158142,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,façön.wav,façön
9,1701406591828,01/12/2023 04:56:31,1701406592390,-5,30/11/2023 23:56:32,146089,8,task-umle,,33342270,BLIND,9872222,,complete,,656966424bde2a6c9da09286,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x923,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_endValue,3816.7999999523163,,,0,,0,1,0,,,,,,Task,façön.wav,façön
10,1701406591989,01/12/2023 04:56:31,1701406592391,-5,30/11/2023 23:56:32,146089,8,task-umle,,33342270,BLIND,9872222,,complete,,656966424bde2a6c9da09286,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x923,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone4,continue_button,3816.7999999523163,,,,,0,1,0,,,,,,Task,façön.wav,façön
11,1701406591989,01/12/2023 04:56:31,1701406592393,-5,30/11/2023 23:56:32,146089,8,task-umle,,33342270,BLIND,9872222,,complete,,656966424bde2a6c9da09286,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x923,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,,,END TASK,,,,,27922,,,,,0,1,0,,,,,,,,
1,1701407622428,01/12/2023 05:13:42,1701407622279,-8,30/11/2023 21:13:42,146089,8,task-umle,,33342342,BLIND,9872253,,complete,,65696ae896dbd6323c50dbf8,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,430x932,814x374,,,,Test Run Phonotactics,5,SoundCheckPassed,5,test passed,,,,,6,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1701407634281,01/12/2023 05:13:54,1701407634176,-8,30/11/2023 21:13:54,146089,8,task-umle,,33342342,BLIND,9872253,,complete,,65696ae896dbd6323c50dbf8,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,430x932,814x374,,,,Test Run Phonotactics,5,SoundCheckPassed,5,test passed,,,,,6,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,11874,,,,,0,1,0,,,,,,Prompt,,
3,1701407634496,01/12/2023 05:13:54,1701407634188,-8,30/11/2023 21:13:54,146089,8,task-umle,,33342342,BLIND,9872253,,complete,,65696ae896dbd6323c50dbf8,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,430x932,814x374,,,,Test Run Phonotactics,5,SoundCheckPassed,5,test passed,,,,,6,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,marar.wav,marar
4,1701407634496,01/12/2023 05:13:54,1701407634195,-8,30/11/2023 21:13:54,146089,8,task-umle,,33342342,BLIND,9872253,,complete,,65696ae896dbd6323c50dbf8,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,430x932,814x374,,,,Test Run Phonotactics,5,SoundCheckPassed,5,test passed,,,,,6,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,8,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,marar.wav,marar
5,1701407637966,01/12/2023 05:13:57,1701407637879,-8,30/11/2023 21:13:57,146089,8,task-umle,,33342342,BLIND,9872253,,complete,,65696ae896dbd6323c50dbf8,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,430x932,814x374,,,,Test Run Phonotactics,5,SoundCheckPassed,5,test passed,,,,,6,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3693.0000000000036,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Task,marar.wav,marar
6,1701407641063,01/12/2023 05:14:01,1701407640983,-8,30/11/2023 21:14:00,146089,8,task-umle,,33342342,BLIND,9872253,,complete,,65696ae896dbd6323c50dbf8,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,430x932,814x374,,,,Test Run Phonotactics,5,SoundCheckPassed,5,test passed,,,,,6,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,6796,,,100,,0,1,0,,,,,,Task,marar.wav,marar
7,1701407641245,01/12/2023 05:14:01,1701407640986,-8,30/11/2023 21:14:00,146089,8,task-umle,,33342342,BLIND,9872253,,complete,,65696ae896dbd6323c50dbf8,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,430x932,814x374,,,,Test Run Phonotactics,5,SoundCheckPassed,5,test passed,,,,,6,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,6796,,,,,0,1,0,,,,,,Task,marar.wav,marar
8,1701407641245,01/12/2023 05:14:01,1701407640998,-8,30/11/2023 21:14:00,146089,8,task-umle,,33342342,BLIND,9872253,,complete,,65696ae896dbd6323c50dbf8,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,430x932,814x374,,,,Test Run Phonotactics,5,SoundCheckPassed,5,test passed,,,,,6,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,façön.wav,façön
9,1701407641245,01/12/2023 05:14:01,1701407641000,-8,30/11/2023 21:14:01,146089,8,task-umle,,33342342,BLIND,9872253,,complete,,65696ae896dbd6323c50dbf8,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,430x932,814x374,,,,Test Run Phonotactics,5,SoundCheckPassed,5,test passed,,,,,6,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,content_web_audio,3,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,façön.wav,façön
10,1701407649151,01/12/2023 05:14:09,1701407649071,-8,30/11/2023 21:14:09,146089,8,task-umle,,33342342,BLIND,9872253,,complete,,65696ae896dbd6323c50dbf8,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,430x932,814x374,,,,Test Run Phonotactics,5,SoundCheckPassed,5,test passed,,,,,6,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_endValue,8073,,,63,,0,1,0,,,,,,Task,façön.wav,façön
11,1701407649335,01/12/2023 05:14:09,1701407649073,-8,30/11/2023 21:14:09,146089,8,task-umle,,33342342,BLIND,9872253,,complete,,65696ae896dbd6323c50dbf8,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,430x932,814x374,,,,Test Run Phonotactics,5,SoundCheckPassed,5,test passed,,,,,6,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone4,continue_button,8073,,,,,0,1,0,,,,,,Task,façön.wav,façön
12,1701407649335,01/12/2023 05:14:09,1701407649075,-8,30/11/2023 21:14:09,146089,8,task-umle,,33342342,BLIND,9872253,,complete,,65696ae896dbd6323c50dbf8,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,430x932,814x374,,,,Test Run Phonotactics,5,SoundCheckPassed,5,test passed,,,,,6,,yes,Spreadsheet1,,,END TASK,,,,,26796,,,,,0,1,0,,,,,,,,
1,1701408206645,01/12/2023 05:23:26,1701408205490,-5,01/12/2023 00:23:25,146089,8,task-umle,,33342394,BLIND,9872265,,complete,,65696c6c6ea276f3fef4874a,mobile,undefined K,Android 10,Chrome 119.0.0.0,800x360,723x280,,,,Test Run Phonotactics,5,SoundCheckPassed,2,test passed,,6,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1701408222833,01/12/2023 05:23:42,1701408221724,-5,01/12/2023 00:23:41,146089,8,task-umle,,33342394,BLIND,9872265,,complete,,65696c6c6ea276f3fef4874a,mobile,undefined K,Android 10,Chrome 119.0.0.0,800x360,723x280,,,,Test Run Phonotactics,5,SoundCheckPassed,2,test passed,,6,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,16179.799999952316,,,,,0,1,0,,,,,,Prompt,,
3,1701408223001,01/12/2023 05:23:43,1701408221752,-5,01/12/2023 00:23:41,146089,8,task-umle,,33342394,BLIND,9872265,,complete,,65696c6c6ea276f3fef4874a,mobile,undefined K,Android 10,Chrome 119.0.0.0,800x360,723x280,,,,Test Run Phonotactics,5,SoundCheckPassed,2,test passed,,6,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,marar.wav,marar
4,1701408223001,01/12/2023 05:23:43,1701408221768,-5,01/12/2023 00:23:41,146089,8,task-umle,,33342394,BLIND,9872265,,complete,,65696c6c6ea276f3fef4874a,mobile,undefined K,Android 10,Chrome 119.0.0.0,800x360,723x280,,,,Test Run Phonotactics,5,SoundCheckPassed,2,test passed,,6,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,16.80000001192093,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,marar.wav,marar
5,1701408233538,01/12/2023 05:23:53,1701408232414,-5,01/12/2023 00:23:52,146089,8,task-umle,,33342394,BLIND,9872265,,complete,,65696c6c6ea276f3fef4874a,mobile,undefined K,Android 10,Chrome 119.0.0.0,800x360,723x280,,,,Test Run Phonotactics,5,SoundCheckPassed,2,test passed,,6,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,10663.300000011921,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Task,marar.wav,marar
6,1701408254512,01/12/2023 05:24:14,1701408253393,-5,01/12/2023 00:24:13,146089,8,task-umle,,33342394,BLIND,9872265,,complete,,65696c6c6ea276f3fef4874a,mobile,undefined K,Android 10,Chrome 119.0.0.0,800x360,723x280,,,,Test Run Phonotactics,5,SoundCheckPassed,2,test passed,,6,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,31641,,,74,,0,1,0,,,,,,Task,marar.wav,marar
7,1701408254715,01/12/2023 05:24:14,1701408253395,-5,01/12/2023 00:24:13,146089,8,task-umle,,33342394,BLIND,9872265,,complete,,65696c6c6ea276f3fef4874a,mobile,undefined K,Android 10,Chrome 119.0.0.0,800x360,723x280,,,,Test Run Phonotactics,5,SoundCheckPassed,2,test passed,,6,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,31641,,,,,0,1,0,,,,,,Task,marar.wav,marar
8,1701408254715,01/12/2023 05:24:14,1701408253420,-5,01/12/2023 00:24:13,146089,8,task-umle,,33342394,BLIND,9872265,,complete,,65696c6c6ea276f3fef4874a,mobile,undefined K,Android 10,Chrome 119.0.0.0,800x360,723x280,,,,Test Run Phonotactics,5,SoundCheckPassed,2,test passed,,6,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,façön.wav,façön
