lexeme	knows	uses	citation	profs	predicative	accusative	possessive	aorist	infinitive	causative	ulcase
saksağan	y	y	saksaan	saksaandʒɯ	saksaanɯm	saksaanɯ	saksaanɯm				l
saksı	y	y	saksɯ	saksɯdʒɯ	saksɯjɯm	saksɯjɯ	saksɯm				l
saksofoncu	y	y	saksofon	saksofondʒu	saksofonum	saksofonu	saksofonum				l
sakulta	n	n									l
balama	n	n									l
sal	y	y	saɫ	saɫdʒɯ	saɫɯm	saɫɯ	saɫɯm				l
sala	n	n									l
salâ	y	y	sala:	sala:dʒɯ	sala:jɯm	sala:jɯ	sala:m				l
salâbet	n	n									l
salâh	y	y	salah	salahtʃɯ	salahɯm	salahɯ	salahɯm				l
salâhiyet	y	y	sala:hijet	sala:hijettʃi	sala:hijetim	sala:hijeti	sala:hijetim				l
salâr	n	n									l
salât	n	n									l
salâtüselâm	n	n									l
salâvat	n	n									l
balançina	n	n									l
salabet	n	n									l
salacak	y	y	saɫadʒak	saɫadʒaktʃɯ	saɫadʒakɯm	saɫadʒakɯ	saɫadʒaɯm ~ saɫadʒakɯm				l
salah	y	y	salah	salahtʃɯ	salahɯm	salahɯ	salahɯm				l
salahiyet	y	y	sala:hijet	sala:hijettʃi	sala:hijetim	sala:hijeti	sala:hijetim				l
salahiyetli	y	y	sala:hijetɫi	sala:hijetɫidʒi	sala:hijetɫijim	sala:hijetɫiji	sala:hijetɫim				l
salahur	n	n									l
salak	y	y	saɫak	saɫaktʃɯ	saɫakɯm	saɫaɯ	saɫaɯm				l
salam	y	y	saɫam	saɫamdʒɯ	saɫamɯm	saɫamɯ	saɫamɯm				l
salamandra	y	y	saɫamandɯɾa	saɫamandɯɾadʒɯ	saɫamandɯɾajɯm	saɫamandɯɾajɯ	saɫamandɯɾam				l
salamura	y	y	saɫamuɾa	saɫamuɾadʒɯ	saɫamuɾajɯm	saɫamuɾajɯ	saɫamuɾam				l
balansine	n	n									l
salangan	n	n									l
salapurya	y	y	saɫapuɾja	saɫapuɾjadʒɯ	saɫapuɾjajɯm	saɫapuɾjajɯ	saɫapuɾjam				l
salaş	y	y	saɫaʃ	saɫaʃtʃɯ	saɫaʃɯm	saɫaʃɯ	saɫaʃɯm				l
salaşpur	y	y	saɫaʃpuɾ	saɫaʃpuɾdʒu	saɫaʃpuɾum	saɫaʃpuɾu	saɫaʃpuɾum				l
salata	y	y	saɫata	saɫatadʒɯ	saɫatajɯm	saɫatajɯ	saɫatam				l
salb	n	n									l
salça	y	y	saɫtʃa	saɫtʃadʒɯ	saɫtʃajɯm	saɫtʃajɯ	saɫtʃam				l
saldırgan	y	s	saɫdɯɾgan		saɫdɯɾganɯm						l
saldırmak	y	y	saɫdɯɾmak					saɫdɯɾɯɾ		saɫdɯɾtɯɾ	l
addedilmek	y	y	addediɫmek					addediɫiɾ		addediɫtiɾ	l
balar	n	n									l
saldide	n	n									l
salep	y	y	sa:ɫep	sa:ɫeptʃi	sa:ɫebim	sa:ɫebi	sa:ɫebim				l
salgı	y	y	saɫgɯ	saɫgɯdʒɯ	saɫgɯjɯm	saɫgɯjɯ	saɫgɯm				l
salgın	y	y	saɫgɯn	saɫgɯndʒɯ	saɫgɯnɯm	saɫgɯnɯ	saɫgɯnɯm				l
salhane	y	y	saɫha:ne	saɫha:nedʒi	saɫha:nejim	saɫha:neji	saɫha:nem				l
salhurde	n	n									l
salı	y	y	saɫɯ	saɫɯdʒɯ	saɫɯjɯm	saɫɯjɯ	saɫɯm				l
salık	y	y	sa:ɫik	sa:ɫiktʃi	sa:ɫikim	sa:ɫiki	sa:ɫikim				l
salım	n	n									l
salıncak	y	y	saɫɯndʒak	saɫɯndʒaktʃɯ	saɫɯndʒaɯm	saɫɯndʒaɯ	saɫɯndʒaɯm				l
balarısı	y	y	baɫaɾɯsɯ	baɫaɾɯdʒɯ	baɫaɾɯsɯjɯm	baɫaɾɯsɯnɯ	baɫaɾɯm				l
salınmak	y	y	saɫɯnmak					saɫɯnɯɾ		saɫɯndɯɾɯɾ	l
salıvermek	y	y	saɫɯveɾmek					saɫɯveɾiɾ		saɫɯveɾdiɾiɾ	l
salib	y	y	sa:ɫip	sa:ɫiptʃi	sa:ɫibim	sa:ɫibi	sa:ɫibim				l
salif	n	n									l
salih	y	y	sa:ɫih	sa:ɫihtʃi	sa:ɫihim	sa:ɫihi	sa:ɫihim				l
salik	y	n	sa:ɫik	sa:ɫiktʃi	sa:ɫikim	sa:ɫii	sa:ɫikim				l
salim	y	y	sa:ɫim	sa:ɫimdʒi	sa:ɫimim	sa:ɫimi	sa:ɫimim				l
salip	y	y	sa:ɫip	sa:ɫiptʃi	sa:ɫibim	sa:ɫibi	sa:ɫibim				l
salis	n	n									l
salisilat	y	y	saɫisiɫat	saɫisiɫattʃɯ	saɫisiɫatɯm	saɫisiɫatɯ	saɫisiɫatɯm				l
balast	y	y	baɫast	baɫasttʃɯ	baɫastɯm	baɫastɯ	baɫastɯm				l
salkı	n	n									l
salkımak	n	n									l
sallabaş	y	y	saɫɫabaʃ	saɫɫabaʃtʃɯ	saɫɫabaʃɯm	saɫɫabaʃɯ	saɫɫabaʃɯm				l
sallamak	y	y	saɫɫamak					saɫɫaɾ		saɫɫatɯɾ	l
sallandırmak	y	y	saɫɫandɯɾmak					saɫɫandɯɾɯɾ		saɫɫandɯɾtɯɾ	l
sallapati	y	y	saɫɫapati	saɫɫapatidʒi	saɫɫapatijim	saɫɫapatiji	saɫɫapatim				l
sallapatı	y	y	saɫɫapati	saɫɫapatidʒi	saɫɫapatijim	saɫɫapatiji	saɫɫapatim				l
sallasırt	n	n									l
sallı	y	y	saɫɫɯ	saɫɫɯdʒɯ	saɫɫɯjɯm	saɫɫɯjɯ	saɫɫɯm				l
balata	y	y	baɫata	baɫatadʒɯ	baɫatajɯm	baɫatajɯ	baɫatam				l
salma	y	y	saɫma					saɫaɾ	saɫmak	saɫdɯɾɯɾ	l
salmak	y	y	saɫmak					saɫaɾ		saɫdɯɾɯɾ	l
salmalık	n	n									l
salmastra	y	y	saɫmastɾa	saɫmastɾadʒɯ	saɫmastɾajɯm	saɫmastɾajɯ	saɫmastɾam				l
salname	y	y	saɫna:me	saɫna:medʒi	saɫna:mejim	saɫna:meji	saɫna:mem				l
salon	y	y	saɫon	saɫondʒu	saɫonum	saɫonu	saɫonum				l
saloz	y	y	saɫoz	saɫozdʒu	saɫozum	saɫozu	saɫozum				l
salpa	n	n									l
salpak	n	n									l
salt	y	y	saɫt	saɫttʃɯ	saɫtɯm	saɫtɯ	saɫtɯm				l
balayı	y	y	baɫajɯ	baɫajɯdʒɯ	baɫajɯjɯm	baɫajɯnɯ	baɫajɯm				l
salta	n	n									l
saltanat	y	y	saɫtanat	saɫtanattʃɯ	saɫtana:tɯm	saɫtana:tɯ	saɫtana:tɯm				l
saltçılık	y	y	saɫttʃɯɫɯk	saɫttʃɯɫɯktʃɯ	saɫttʃɯɫɯɯm	saɫttʃɯɫɯɯ	saɫttʃɯɫɯɯm				l
salvo	y	y	saɫvo	saɫvodʒu	saɫvojum	saɫvoju	saɫvom				l
salya	y	y	saɫja	saɫjadʒɯ	saɫjajɯm	saɫjajɯ	saɫjam				l
salyana	n	n									l
salyangoz	y	y	saɫjangoz	saɫjangozdʒu	saɫjangozum	saɫjangozu	saɫjangozum				l
sam	y	y	sam	samdʒɯ	samɯm	samɯ	samɯm				l
samame	n	n									l
saman	y	y	saman	samandʒɯ	samanɯm	samanɯ	samanɯm				l
balçak	n	n									l
samani	y	n	sama:ni	sama:nidʒi	sama:nijim	sama:niji	sama:nim				l
samaryum	y	n	samaɾjum	samaɾjumdʒu	samaɾjumum	samaɾjumu	samaɾjumum				l
samedanî	n	n									l
sami	y	y	sa:mi	sami:dʒi	sa:mi:jim	sa:mi:ji	samiim				l
samim	n	n									l
samimi	y	y	sami:mi	sami:midʒi	sami:mijim	sami:miji	sami:mim				l
samin	n	n									l
samit	n	n									l
samsa	y	y	samsa	samsadʒɯ	samsajɯm	samsajɯ	samsam				l
samsun	n	n									l
balçık	y	y	baɫtʃɯk	baɫtʃɯktʃɯ	baɫtʃɯɯm	baɫtʃɯɯ	baɫtʃɯɯm				l
samur	y	y	samuɾ	samuɾdʒu	samuɾum	samuɾu	samuɾum				l
samyeli	y	y	samjeɫi	samjeɫidʒi	samjeɫijim	samjeɫini	samjeɫim				l
san	y	y	san	sandʒɯ	sanɯm	sanɯ	sanɯm				l
sanat	y	y	sanat	sanattʃɯ	sanatɯm	sanatɯ	sanatɯm				l
sana	n	n									l
sanal	n	n									l
sanat	y	y	sanat	sanattʃɯ	sanatɯm	sanatɯ	sanatɯm				l
sanatçı	y	y	sanattʃɯ	sanattʃɯ	sanattʃɯjɯm	sanattʃɯjɯ	sanattʃɯm				l
sanatoryum	y	y	sanatoɾjum	sanatoɾjumdʒu	sanatoɾjumum	sanatoɾjumu	sanatoɾjumum				l
sanavber	n	n									l
sanayici	y	y	sana:ji:dʒi	sana:ji:dʒi	sana:ji:dʒijim	sana:ji:dʒiji	sana:ji:dʒim				l
sançmak	n	n									l
sancı	y	y	sandʒɯ	sandʒɯdʒɯ	sandʒɯjɯm	sandʒɯjɯ	sandʒɯm				l
sancılmak	n	n									l
sandal	y	y	sandaɫ	sandaɫdʒɯ	sandaɫɯm	sandaɫɯ	sandaɫɯm				l
sandalye	y	y	sandaɫje	sandaɫjedʒi	sandaɫjejim	sandaɫjeji	sandaɫjem				l
sandalyecilik	y	y	sandaljedʒi	sandaljedʒi	sandaljedʒijim	sandaljedʒiji	sandaljedʒim				l
sandık	y	y	sandɯk	sandɯktʃɯ	sandɯɯm	sandɯɯ	sandɯɯm				l
baldır	y	y	baɫdɯɾ	baɫdɯɾdʒɯ	baɫdɯɾɯm	baɫdɯɾɯ	baɫdɯɾɯm				l
sandıkbalığı	n	n									l
sanduka	y	y	sanduka	sandukadʒɯ	sandukajɯm	sandukajɯ	sandukam				l
sandviç	y	y	sandvitʃ	sandvitʃtʃi	sandvitʃim	sandvitʃi	sandvitʃim				l
sanem	n	n									l
sangı	y	n	sangɯ	sangɯdʒɯ	sangɯjɯm	sangɯjɯ	sangɯm				l
sani	y	y	sa:ni:	sa:ni:dʒi	sa:ni:jim	sa:ni:ji	sa:ni:m				l
sanı	y	y	sanɯ	sanɯdʒɯ	sanɯjɯm	sanɯjɯ	sanɯm				l
sanık	y	y	sanɯk	sanɯktʃɯ	sanɯɯm	sanɯɯ	sanɯɯm				l
sanidin	n	n									l
sanih	n	n									l
baldıran	y	y	baɫdɯɾan	baɫdɯɾandʒɯ	baɫdɯɾanɯm	baɫdɯɾanɯ	baɫdɯɾanɯm				l
saniye	y	y	sa:nije	sa:nijedʒi	sa:nijejim	sa:nijeji	sa:nijem				l
sank	n	n									l
sanki	y	y	sanki	sankidʒi	sankijim	sankiji	sankim				l
sanlı	y	y	sanɫɯ	sanɫɯdʒɯ	sanɫɯjɯm	sanɫɯjɯ	sanɫɯm				l
sanma	y	y	sanma					sanaɾ	sanmak	sandɯɾɯɾ	l
sanmak	y	y	sanmak					sanaɾ		sandɯɾɯɾ	l
sanrı	y	n	sanɾɯ	sanɾɯdʒɯ	sanɾɯjɯm	sanɾɯjɯ	sanɾɯm				l
sansar	y	y	sansaɾ	sansaɾdʒɯ	sansaɾɯm	sansaɾɯ	sansaɾɯm				l
sansür	y	y	sansyɾ	sansyɾdʒy	sansyɾym	sansyɾy	sansyɾym				l
santiar	n	n									l
addeğişimi	y	y	addeɟiʃimi	addeɟiʃimdʒi	addeɟiʃimim	addeɟiʃimini	addeɟiʃimim				l
baldız	y	y	baɫdɯz	baɫdɯzdʒɯ	baɫdɯzɯm	baɫdɯzɯ	baɫdɯzɯm				l
santimetre	y	y	santimetɾe	santimetɾedʒi	santimetɾejim	santimetɾeji	santimetɾem				l
santrahaf	y	y	santɯɾhaf	santɯɾhaftʃɯ	santɯɾhafɯm	santɯɾhafɯ	santɯɾhafɯm				l
santral	y	y	santɾal	santɾaldʒi	santɾalim	santɾali	santɾalim				l
santur	n	n									l
santurlu	y	n	santuɾɫu	santuɾɫudʒu	santuɾɫujum	santuɾɫuju	santuɾɫum				l
sanzatu	y	n	sanzatu	sanzatudʒu	sanzatujum	sanzatuju	sanzatum				l
sap	y	y	sap	saptʃɯ	sapɯm	sapɯ	sapɯm				l
sapa	y	y	sapa	sapadʒɯ	sapajɯm	sapajɯ	sapam				l
sapan	y	y	sapan	sapandʒɯ	sapanɯm	sapanɯ	sapanɯm				l
saparna	n	n									l
baldudak	n	n									l
saparta	n	n									l
sapasağlam	y	y	sapasa:ɫam	sapasa:ɫamdʒɯ	sapasa:ɫamɯm	sapasa:ɫamɯ	sapasa:ɫamɯm				l
sapçık	n	n									l
sapeli	n	n									l
sapık	y	y	sapɯk	sapɯktʃɯ	sapɯɯm	sapɯɯ	sapɯɯm				l
sapılmak	y	y	sapɯɫmak					sapɯɫɯɾ		saptɯɾɯɾ	l
sapınç	n	n									l
sapır sapır	y	y	sapɯɾsapɯɾ	sapɯɾsapɯɾdʒɯ	sapɯɾsapɯɾɯm	sapɯɾsapɯɾɯ	sapɯɾsapɯɾɯm				l
sapıtmak	y	y	sapɯtmak					sapɯtɯɾ		sapɯttɯɾɯɾ	l
sapkı	n	n									l
bale	y	y	baɫe	baɫedʒi	baɫejim	baɫeji	baɫem				l
sapkın	y	y	sapkɯn	sapkɯndʒɯ	sapkɯnɯm	sapkɯnɯ	sapkɯnɯm				l
saplama	y	y	sapɫama					sapɫaɾ	sapɫamak	sapɫatɯɾ	l
saplamak	y	y	sapɫamak					sapɫaɾ		sapɫatɯɾ	l
saplı	y	y	sapɫɯ	sapɫɯdʒɯ	sapɫɯjɯm	sapɫɯjɯ	sapɫɯm				l
sapma	y	y	sapma					sapaɾ	sapmak	saptɯɾɯɾ	l
sapmak	y	y	sapmak					sapaɾ	saptɯɾɯɾ		l
sapotgiller	n	n									l
sapsağlam	y	y	sapsa:ɫam	sapsa:ɫamdʒɯ	sapsa:ɫamɯm	sapsa:ɫamɯ	sapsa:ɫamɯm				l
sapsarı	y	y	sapsaɾɯ	sapsaɾɯdʒɯ	sapsaɾɯjɯm	sapsaɾɯjɯ	sapsaɾɯm				l
sapsız	y	y	sapsɯz	sapsɯzdʒɯ	sapsɯzɯm	sapsɯzɯ	sapsɯzɯm				l
balgam	y	y	baɫgam	baɫgamdʒɯ	baɫgamɯm	baɫgamɯ	baɫgamɯm				l
saptama	y	y	saptama					saptaɾ	saptamak	saptatɯɾ	l
saptırılmak	y	y	saptɯɾɯɫmak					saptɯɾɯɫɯɾ		saptɯɾɯɫtɯɾ	l
saptırmak	y	y	saptɯɾmak					saptɯɾɯɾ		saptɯɾtɯɾ	l
sara	y	n	sa:ɾa ~ saɾa:	saɾa:dʒɯ	saɾa:jɯm	sa:ɾajɯ	saɾa:m				l
sara	y	y	sa:ɾa:	sa:ɾa:dʒɯ	sa:ɾa:jɯm	sa:ɾa:jɯ	sa:ɾa:m				l
sarac	y	y	saɾatʃ	saɾatʃtʃɯ	saɾadʒɯm	saɾadʒɯ	saɾadʒɯm				l
saraç	y	y	saɾatʃ	saɾatʃtʃɯ	saɾadʒɯm	saɾadʒɯ	saɾadʒɯm				l
sarahat	y	y	saɾahat	saɾahattʃi	saɾahatim	saɾahati	saɾahatim				l
sarak	n	n									l
saraka	y	y	saɾaka	saɾakadʒɯ	saɾakajɯm	saɾakajɯ	saɾakam				l
balgamlamak	y	y	baɫgamɫamak					baɫgamɫaɾ		baɫgamɫatɯɾ	l
saralı	y	y	saɾaɫɯ	saɾaɫɯdʒɯ	saɾaɫɯjɯm	saɾaɫɯjɯ	saɾaɫɯm				l
sararmak	y	y	saɾaɾmak					saɾaɾɯɾ		saɾaɾtɯɾ	l
sarasker	y	y	seɾaskeɾ	seɾaskeɾdʒi	seɾaskeɾim	seɾaskeɾi	seɾaskeɾim				l
saray	y	y	saɾaj	saɾajdʒɯ	saɾajɯm	saɾajɯ	saɾajɯm				l
sardalya	y	y	saɾdaɫja	saɾdaɫjadʒɯ	saɾdaɫjajɯm	saɾdaɫjajɯ	saɾdaɫjam				l
sardalye	y	y	saɾdaɫja	saɾdaɫjadʒɯ	saɾdaɫjajɯm	saɾdaɫjajɯ	saɾdaɫjam				l
sardırmak	y	y	saɾdɯɾmak					saɾdɯɾɯɾ		saɾdɯɾtɯɾ	l
sardoğan	n	n									l
sardun	n	n									l
balgümeci	y	y	baɫgymedʒi	baɫgymetʃtʃi	baɫgymedʒijim	baɫgymedʒini	baɫgymedʒim				l
sarf	y	y	saɾf	saɾftʃɯ	saɾfɯm	saɾfɯ	saɾfɯm				l
sarfınazar	y	y	saɾfɯnazaɾ	saɾfɯnazaɾdʒɯ	saɾfɯnazaɾɯm	saɾfɯnazaɾɯ	saɾfɯnazaɾɯm				l
sarfinazar	y	y	saɾfɯnazaɾ	saɾfɯnazaɾdʒɯ	saɾfɯnazaɾɯm	saɾfɯnazaɾɯ	saɾfɯnazaɾɯm				l
sargı	y	y	saɾgɯ	saɾgɯdʒɯ	saɾgɯjɯm	saɾgɯjɯ	saɾgɯm				l
sarhoş	y	y	saɾhoʃ	saɾhoʃtʃu	saɾhoʃum	saɾhoʃu	saɾhoʃum				l
sari	y	y	sa:ɾi:	sa:ɾi:dʒi	sa:ɾi:jim	sa:ɾi:ji	sa:ɾi:m				l
sarı	y	y	saɾɯ	saɾɯdʒɯ	saɾɯjɯm	saɾɯjɯ	saɾɯm				l
sarıağız	y	n	saɾɯaɯz		saɾɯaɯzɯm	saɾɯaɯzɯ	saɾɯaɯzdʒɯ				l
sarığıburma	y	y	saɾɯɯbuɾma	saɾɯɯbuɾmadʒɯ	saɾɯɯbuɾmajɯm	saɾɯɯbuɾmajɯ	saɾɯɯbuɾmam				l
sarık	y	y	saɾɯk	saɾɯktʃɯ	saɾɯɯm	saɾɯɯ	saɾɯɯm				l
balık	y	y	baɫɯk	baɫɯktʃɯ	baɫɯɯm	baɫɯɯ	baɫɯɯm				l
sarıkanad	y	y	saɾɯkanat	saɾɯkanattʃɯ	saɾɯkanadɯm	saɾɯkanadɯ	saɾɯkanadɯm				l
sarıkanat	y	y	saɾɯkanat	saɾɯkanattʃɯ	saɾɯkanatɯm	saɾɯkanatɯ	saɾɯkanatɯm				l
sarılgan	y	y	saɾɯɫgan	saɾɯɫgandʒɯ	saɾɯɫganɯm	saɾɯɫganɯ	saɾɯɫganɯm				l
sarılı	y	y	saɾɯɫɯ	saɾɯɫɯdʒɯ	saɾɯɫɯjɯm	saɾɯɫɯjɯ	saɾɯɫɯm				l
sarılmak	y	y	saɾɯɫmak					saɾɯɫɯɾ		saɾɯɫtɯɾ	l
sarım	y	y	saɾɯm	saɾɯmdʒɯ	saɾɯmɯm	saɾɯmɯ	saɾɯmɯm				l
sarımsak	y	y	saɾɯmsak	saɾɯmsaktʃɯ	saɾɯmsaɯm	saɾɯmsaɯ	saɾɯmsaɯm				l
sarımsı	y	y	saɾɯmsɯ	saɾɯmsɯdʒɯ	saɾɯmsɯjɯm	saɾɯmsɯjɯ	saɾɯmsɯm				l
sarınmak	y	y	saɾɯnmak					saɾɯnɯɾ		saɾɯndɯɾɯɾ	l
balıkadam	y	y	baɫɯkadam	baɫɯkadamdʒɯ	baɫɯkadamɯm	baɫɯkadamɯ	baɫɯkadamɯm				l
sarışın	y	y	saɾɯʃɯn	saɾɯʃɯndʒɯ	saɾɯʃɯnɯm	saɾɯʃɯnɯ	saɾɯʃɯnɯm				l
sarısabır	n	n									l
sarısalkım	y	y	saɾɯsaɫkɯm	saɾɯsaɫkɯmdʒɯ	saɾɯsaɫkɯmɯm	saɾɯsaɫkɯmɯ	saɾɯsaɫkɯmɯm				l
sarig	n	n									l
sarih	y	y	saɾih	saɾihtʃi	saɾihim	saɾih	saɾihim				l
sarik	y	y	saɾɯk	saɾɯktʃɯ	saɾɯɯm	saɾɯɯ	saɾɯɯm				l
sarkaç	y	n	saɾkatʃ	saɾkatʃtʃɯ	saɾkatʃɯm	saɾkatʃɯ	saɾkatʃɯm				l
sarkık	y	y	saɾkɯk	saɾkɯktʃɯ	saɾkɯɯm	saɾkɯɯ	saɾkɯɯm				l
sarkıntı	y	y	saɾkɯntɯ	saɾkɯntɯdʒɯ	saɾkɯntɯjɯm	saɾkɯntɯjɯ	saɾkɯntɯm				l
sarkıtmak	y	y	saɾkɯtmak					saɾkɯtɯɾ		saɾkɯttɯɾɯɾ	l
balıkağı	y	y	baɫɯkaɯ	baɫɯka:dʒɯ	baɫɯkaɯjɯm	baɫɯkaɯnɯ	baɫɯkaɯm				l
sarkmak	y	y	saɾkmak					saɾkaɾ	saɾkɯtɯɾ		l
sarkom	y	y	saɾkom	saɾkomdʒu	saɾkomum	saɾkomu	saɾkomum				l
sarma	y	y	saɾma	saɾmadʒɯ	saɾmajɯm	saɾmajɯ	saɾmam				l
sarmak	y	y	saɾmak					saɾaɾ		saɾdɯɾɯɾ	l
sarmalamak	y	y	saɾmaɫamak					saɾmaɫaɾ		saɾmaɫatɯɾ	l
sarman	y	y	saɾman	saɾmandʒɯ	saɾmanɯm	saɾmanɯ	saɾmanɯm				l
sarmaş	y	y	saɾmaʃ	saɾmaʃtʃɯ	saɾmaʃɯm	saɾmaʃɯ	saɾmaʃɯm				l
sarmaşan	n	n									l
sarmaşdolaş	y	y	saɾmaʃdoɫaʃ		saɾmaʃdoɫaʃɯm						l
sarmaşık	y	y	saɾmaʃɯk	saɾmaʃɯktʃɯ	saɾmaʃɯɯm	saɾmaʃɯɯ	saɾmaʃɯɯm				l
balıketi	y	y	baɫɯketi	baɫɯkettʃi	baɫɯketijim	baɫɯketini	baɫɯketim				l
sarmaşmak	n	n									l
sarmısak	y	y	saɾmɯsak	saɾmɯsaktʃɯ	saɾmɯsakɯm ~ saɾmɯsaɯm	saɾmɯsaɯ	saɾmɯsaɯm				l
sarnıc	y	y	saɾnɯtʃ	saɾnɯtʃtʃɯ	saɾnɯdʒɯm	saɾnɯdʒɯ	saɾnɯdʒɯm				l
sarnıç	y	y	saɾnɯtʃ	saɾnɯtʃtʃɯ	saɾnɯdʒɯm	saɾnɯdʒɯ	saɾnɯdʒɯm				l
sarp	y	y	saɾp	saɾptʃɯ	saɾpɯm	saɾpɯ	saɾpɯm				l
sarpa	y	y	saɾpa	saɾpadʒɯ	saɾpajɯm	saɾpajɯ	saɾpam				l
sarpın	n	n									l
sarpon	n	n									l
sarraf	y	y	saɾɾaf	saɾɾaftʃɯ	saɾɾafɯm	saɾɾafɯ	saɾɾafɯm				l
sarsaç	n	n									l
addetmek	y	y	addetmek					addedeɾ		addettiɾiɾ	l
balıkhane	y	y	baɫɯkha:ne	baɫɯkha:nedʒi	baɫɯkha:nejim	baɫɯkha:neji	baɫɯkha:nem				l
sarsak	y	y	saɾsak	saɾsaktʃɯ	saɾsaɯm	saɾsaɯ	saɾsaɯm				l
sarsar	n	n									l
sarsı	n	n									l
sarsık	y	y	saɾsɯk	saɾsɯktʃɯ	saɾsɯɯm	saɾsɯɯ	saɾsɯɯm				l
sarsılış	y	y	saɾsɯɫɯʃ	saɾsɯɫɯʃtʃɯ	saɾsɯɫɯʃɯm	saɾsɯɫɯʃɯ	saɾsɯɫɯʃɯm				l
sarsmak	y	y	saɾsmak					saɾsaɾ		saɾstɯɾɯɾ	l
sası	n	n									l
sat	y	y	sat	sattʃɯ	satɯm	satɯ	satɯm				l
sata	n	n									l
baliğ	y	y	ba:ɫi:	ba:ɫi:dʒi	ba:ɫi:jim	ba:ɫi:ji	ba:ɫi:jim				l
sataşılmak	y	y	j			sataʃɯɫmak		sataʃɯɫɯɾ		sataʃɯɫtɯɾ	l
sataşmak	y	y	sataʃmak					sataʃɯɾ		sataʃtɯɾɯɾ	l
saten	y	y	saten	satendʒi	satenim	sateni	satenim				l
sath-	n	n									l
sathan	n	n									l
satı	n	n									l
satıh	y	y	satɯh	satɯhtʃɯ	satɯhɯm	satɯhɯ	satɯhɯm				l
satılık	y	y	satɯɫɯk	satɯɫɯktʃɯ	satɯɫɯɯm	satɯɫɯɯ	satɯɫɯɯm				l
satım	y	n	satɯm	satɯmdʒɯ	satɯmɯm	satɯmɯ	satɯmɯm				l
satın	y	y	satɯn	satɯndʒɯ	satɯnɯm	satɯnɯ	satɯnɯm				l
balina	y	y	baɫina	baɫinadʒɯ	baɫinajɯm	baɫinajɯ	baɫinam				l
satır	y	y	satɯɾ	satɯɾdʒɯ	satɯɾɯm	satɯɾɯ	satɯɾɯm				l
satış	y	y	satɯʃ	satɯʃtʃɯ	satɯʃɯm	satɯʃɯ	satɯʃɯm				l
satir	y	y	satiɾ	satiɾdʒi	satiɾim	satiɾi	satiɾim				l
satlıcan	y	y	satɫɯdʒan	satɫɯdʒandʒɯ	satɫɯdʒanɯm	satɫɯdʒanɯ	satɫɯdʒanɯm				l
satma	y	y	satma					sataɾ	satmak	sattɯɾɯɾ	l
satmak	y	y	satmak					sataɾ		sattɯɾɯɾ	l
satranc	y	y	satɾantʃ	satɾantʃtʃɯ	satɾandʒɯm	satɾandʒɯ	satɾandʒɯm				l
satranç	y	y	satɾantʃ	satɾantʃtʃɯ	satɾandʒɯm	satɾandʒɯ	satɾandʒɯm				l
satrap	n	n									l
sattırmak	y	y	sattɯɾmak					sattɯɾɯɾ		sattɯɾtɯɾ	l
balistik	y	y	baɫistik	baɫistiktʃi	baɫistiim	baɫistii	baɫistiim				l
satvet	n	n									l
sauna	y	y	sauna	saunadʒɯ	saunajɯm	saunajɯ	saunam				l
sav	y	y	sav	savdʒɯ	savɯm	savɯ	savɯm				l
sava	n	n									l
savab	y	y	sevap	sevaptʃɯ	sevabɯm	sevabɯ	sevabɯm				l
savak	n	n									l
savana	n	n									l
savaş	y	y	savaʃ	savaʃtʃɯ	savaʃɯm	savaʃɯ	savaʃɯm				l
savaşçı	y	y	savaʃtʃɯ	savaʃtʃɯm	savaʃtʃɯjɯm	savaʃtʃɯjɯ	savaʃtʃɯm				l
savat	n	n									l
balkabağı	y	y	baɫkabaɯ	baɫkabaktʃɯ	baɫkabaɯjɯm	baɫkabaɯnɯ	baɫkabaɯm				l
savca	n	n									l
savla	n	n									l
savlamak	y	y	savɫamak					savɫaɾ		savɫatɯɾ	l
savlecan	n	n									l
savlet	n	n									l
savlı	n	n									l
savma	y	y	savma					savaɾ	savmak	savdɯɾɯɾ	l
savmaa	n	n									l
savmak	y	y	savmak					savaɾ	savdɯɾɯɾ		l
savmış	y	y	savmɯʃ	savmɯʃtʃɯ	savmɯʃɯm	savmɯʃɯ	savmɯʃɯm				l
balkan	n	n									l
savruk	y	y	savɾuk	savɾuktʃu	savɾuum	savɾuu	savɾuum				l
savrulmak	y	y	savɾuɫmak					savɾuɫuɾ		savɾuɫtuɾ	l
savsa	n	n									l
savsak	n	n									l
savsamak	y	y	savsamak					savsaɾ	savsatɯɾ		l
savsöz	n	n									l
savt	n	n									l
savul	y	y	savuɫ	savuɫdʒu	savuɫum	savuɫu	savuɫum				l
savulmak	y	y	savuɫmak					savuɫuɾ		savuɫtuɾ	l
savunan	y	y	savunan	savunandʒɯ	savunanɯm	savunanɯ	savunanɯm				l
balkelebeği	n	n									l
savunma	y	y	savunma	savunmadʒɯ	savunmajɯm	savunmajɯ	savunmam				l
savurgan	y	y	savuɾgan	savuɾgandʒɯ	savuɾganɯm	savuɾganɯ	savuɾganɯm				l
savurmak	y	y	savuɾmak					savuɾuɾ		savuɾtuɾ	l
savuşma	y	y	savuʃma					savuʃuɾ	savuʃmak	savuʃtuɾuɾ	l
savuşmak	y	y	savuʃmak					savuʃuɾ		savuʃtuɾuɾ	l
savutlar	n	n									l
say	y	y	saj	sajdʒɯ	sajɯm	sajɯ	sajɯm				l
