lexeme	etymology	ulcase	id	source
bakteri	Yun	l	1926	ap
sag@lam	Sanskr/su@m-tr	l	19265	ize
bakti@rmak	Tr	l	1927	ize
sag@li@k	Sanskr/su@m-tr	l	19271	ize
sag@mak	Sanskr/su@m-tr	l	19274	ize
sag@mal	Sanskr/su@m-tr	l	19275	ize
bal	Mon bal	l	1928	ize
sag@yag@	Sanskr/su@m+chi	l	19281	ize
bala	Tr	l	1929	ize
sahan	Ar	l	19292	ize
sahi	Ar	l	19295	ize
sahib	Ar	l	19296	ize
bala@	Fars	l	1930	mno1
sahife	Ar	l	19300	ize
sahih	Ar	l	19301	ize
sahil	Ar	l	19302	ize
sahip	Ar	l	19304	ize
sahne	Ar	l	19306	ize
sahra	Ar	l	19307	ize
bala@pervaz	Fars	l	1931	mno1
sahte	Fars	l	19310	ize
sahteci	Fars+fars/-tr	l	19311	ize
bala@ter	Fars	l	1932	mno1
sakak	Tr	l	19325	ize
sakal	Tr	l	19326	ize
balaban	Fars ba@la@ba@n	l	1933	ize
sakar	Tr	l	19334	ize
sakat	Ar	l	19337	ize
balad	Fr	l	1934	ap
saki@nca	Tr	l	19344	ize
saki@nmak	Tr	l	19345	ize
saki@z	Fars	l	19349	ize
sakin	Ar	l	19353	ize
saklamak	Tr	l	19360	ize
saklanmak	Tr	l	19362	ize
saksag@an	Tr	l	19366	ize
saksi@	Alm saxe	l	19367	ize
balama	Chi	l	1937	ap
sal	Tr	l	19370	ize
salacak	Tr	l	19381	ize
salamura	Lat/itl/isp	l	19389	ize
salata	Yun	l	19395	ize
salc@a	Itl sàlsa	l	19397	ize
saldi@rmak	Tr	l	19399	ize
addedilmek	Ar+tr	l	194	gh
salep	Ar	l	19401	ize
salgi@	Tr	l	19402	ize
sali@ncak	Tr	l	19409	ize
balari@si@	Mon+?-tr	l	1941	ize
sali@nmak	Tr	l	19410	ize
balast	Ing	l	1942	ap
balata	Ing	l	1943	ap
salmak	Tr	l	19431	ize
salon	Alm salon	l	19435	ize
salt	Tr	l	19439	ize
balayi@	Mon+tr-tr	l	1944	ize
salya	Yun	l	19444	ize
salyangoz	Yun	l	19446	ize
saman	Fars	l	19449	ize
samimi	Ar	l	19455	ize
balc@i@k	Mon-tr	l	1946	ize
samur	Fars	l	19460	ize
sanat	Ar	l	19463	ize
sanat	Ar	l	19466	ize
sanayi	Ar	l	19470	ize
sanc@mak	Tr	l	19472	ize
sancak	Tr	l	19473	ize
sanci@	Tr	l	19474	ize
sandal	Yun	l	19476	ize
sandalye	Fars	l	19477	ize
sandi@k	Ar/erm	l	19479	ize
sandi@kbali@g@i@	Ar/erm + tr	l	19480	ize; ize
sangi@	Tr	l	19484	ize
sani@	Tr	l	19486	ize
sanmak	Tr	l	19495	ize
sansar	Sanskr/erm	l	19497	ize
sansu@r	Fr censure	l	19498	ize
santimetre	Fr	l	19500	ize
santral	Fr centrale	l	19502	ize
sap	Tr	l	19506	ize
sapa	Tr	l	19507	ize
sapan	Tr	l	19508	ize
baldudak	Mon+tr	l	1951	ize
sapi@k	Tr	l	19514	ize
bale	Fr	l	1952	ap
sapki@n	Tr	l	19520	ize
saplama	Tr	l	19521	ize
saplamak	Tr	l	19522	ize
sapmak	Tr	l	19525	ize
balgam	Ar	l	1953	ize; s75
saptama	Tr	l	19530	ize
sara	Tr	l	19533	ize
sara	Tr	l	19534	ize
sarac	Ar	l	19535	ize
sarac@	Ar	l	19536	ize
balgamlamak	Ar-tr-tr	l	1954	ize
sararmak	Tr	l	19541	ize
saray	Fars	l	19543	ize
sardalya	Itl sarda/sardine	l	19544	ize
balgu@meci	Mon+?-tr	l	1955	ize
sarf	Ar	l	19550	ize
sargi@	Tr	l	19553	ize
sari@	Tr	l	19556	ize
sari@k	Tr	l	19559	ize
bali@k	Tr	l	1956	ize
sari@lmak	Tr	l	19564	ize
sari@m	Tr	l	19565	ize
bali@kadam	Tr+ sanskr	l	1957	ize
sarkac@	Tr	l	19576	ize
sarki@k	Tr	l	19577	ize
sarki@nti@	Tr	l	19578	ize
sarki@tmak	Tr	l	19579	ize
bali@kag@i@	Tr+?-tr	l	1958	ize
sarkmak	Tr	l	19580	ize
bali@keti	Tr+?-tr	l	1959	ize
sarni@c	Ar	l	19592	ize
sarni@c@	Ar	l	19593	ize
sarp	Tr	l	19594	ize
sarpi@n	Yun	l	19596	ct
sarraf	Ar	l	19598	ize
addetmek	Ar+tr	l	196	gh
bali@khane	Tr+fars	l	1960	ize
balig@	Ar	l	1961	mno1
balina	Lat	l	1962	ap
satmak	Tr	l	19625	ize
satranc	Fars	l	19626	ize
satranc@	Fars	l	19627	ize
balistik	Fr	l	1963	ap
sav	Tr	l	19632	ize
savas@	Tr	l	19637	ize
savas@c@i@	Tr	l	19638	ize
balkabag@i@	Mon+tr-tr	l	1964	ize
savmak	Tr	l	19648	ize
savruk	Tr	l	19650	ize
savsak	Tr	l	19653	ize
savsamak	Tr	l	19654	ize
savunan	Tr	l	19659	ize
balkelebeg@i	Mon+?-tr	l	1966	ize
savunma	Tr	l	19660	ize
savurgan	Tr	l	19661	ize
savurmak	Tr	l	19662	ize
savus@ma	Tr	l	19663	ize
savus@mak	Tr	l	19664	ize
sayac@	Tr	l	19668	ize
saye	Fars	l	19675	ize
sayfa	Ar	l	19677	ize
sayfiye	Ar	l	19678	ize
saygi@	Tr	l	19679	ize
balkon	Fr	l	1968	ap
ballandi@rmak	Mon-tr-tr-tr	l	1969	ize
sayi@n	Mon	l	19690	ize
sayi@s@mak	Tr	l	19692	ize
saymak	Tr	l	19698	ize
aded	Ar	l	197	s75
balli@	Mon-tr	l	1970	ize
sayvan	Fars	l	19703	ize
saz	Fars	l	19705	ize
balmumu	Mon+fars-tr	l	1971	ize
sebeb	Ar	l	19716	ize
sebeb-	Ar	l	19717	ize
sebep	Ar	l	19719	ize
balo	Itl	l	1972	ap
sebil	Ar	l	19721	ize
sebze	Fars	l	19726	ize
seccade	Ar	l	19736	ize
secde	Ar	l	19737	ize
balon	Fr	l	1974	ap
sedef	Ar	l	19742	ize
sedir	Lat	l	19744	ize
sedye	Itl sedia	l	19745	ize
balotaj	Fr	l	1975	ap
sefer	Ar	l	19752	ize
seg@irdim	Tr	l	19759	ize
seg@irme	Tr	l	19760	ize
seg@irtmek	Tr	l	19761	ize
seg@men	Fars	l	19762	ize
balpeteg@i	Mon+erm-tr	l	1977	ize
balsam	Fr	l	1978	ap
sekiz	Tr	l	19789	ize
seksen	Tr	l	19795	ize
aded-	Ar	l	198	s75
sel	Ar	l	19801	ize
selam	Ar	l	19809	ize
sele	Fars	l	19815	ize
balu@zu@mu@	Mon+tr	l	1983	ize
balya	Itl balla	l	1984	ize
balyemez	Itl ballamezza	l	1985	ize
semender	Yun	l	19850	ize
semer	Yun	l	19851	ize
semirgin	Tr	l	19857	ize
semiz	Tr	l	19859	ize
balyos	Itl	l	1986	tdk
balyoz	Yun/lat	l	1987	ize/tdk
adele	Ar	l	199	gh
bambu	Malay	l	1990	ap
sepet	Fars	l	19901	ize
serc@e	Tr	l	19923	ize
bana	Tr	l	1995	ize
serin	Mon	l	19955	ize
bancocu	Ing	l	1997	ap
serpmek	Yun-tr	l	19977	ize
sert	Fars	l	19984	ize
bandaj	Alm > fr	l	1999	tdk
a@ti@l	Ar	l	20	gh
adem	Ar	l	200	gh
bandi@ra	Itl	l	2000	ap
sevabi@k	Ar	l	20007	ozon
bandi@rol	Fr	l	2003	ap
seyretmek	Ar+tr-tr	l	20045	ize
bando	Itl	l	2005	ap
si@c@an	Tr	l	20064	ize
si@cak	Tr	l	20070	ize
si@g@i@n	Tr	l	20081	ize
si@g@i@nak	Tr	l	20082	ize
si@g@i@nmak	Tr	l	20083	ize
si@g@i@r	Tr	l	20084	ize
bani	Ar	l	2009	mno1
si@k	Tr	l	20095	ize
si@ki@	Tr	l	20097	ize
si@ki@lgan	Tr	l	20099	ize
bank	Fr	l	2010	ap
si@ki@lma	Tr	l	20101	ize
si@ki@lmak	Tr	l	20102	ize
si@ki@nti@	Tr	l	20106	ize
si@ki@s@i@k	Tr	l	20107	ize
banka	Itl	l	2011	ap
si@kma	Tr	l	20116	ize
si@kmak	Tr	l	20117	ize
banket	Fr	l	2013	ap
si@ni@r	Yun	l	20136	ize
si@pa	Ab	l	20139	ize
bankiz	Scand	l	2014	ap
si@r	Tr	l	20141	ize
si@ra	Yun	l	20142	ize
si@rat	Ar	l	20146	ize
si@rc@a	Tr	l	20148	ize
banliyo@	Fr	l	2015	ap
si@rlama	Tr	l	20156	ize
si@rlamak	Tr	l	20157	ize
si@tma	Tr	l	20170	ize
si@va	Tr	l	20172	ize
si@vali@	Tr	l	20173	ize
si@vas@mak	Tr	l	20174	ize
si@vazlamak	Tr	l	20175	ize
bant	Fr	l	2018	ap
si@zi@	Tr	l	20192	ize
si@zlamak	Tr	l	20199	ize
adese	Ar	l	202	gh
banyo	Itl bagno	l	2020	ize
si@zmak	Tr	l	20201	ize
sicil	Ar	l	20205	ize
sicim	Mon	l	20206	ize
baobap	African native lang	l	2021	ap
sifon	Yun	l	20213	ct
sig@il	Tr	l	20216	ize
bap	Ar	l	2022	s75
silgi	Tr	l	20241	ize
silindir	Yun/alm zylinder	l	20248	ize
baraj	Fr	l	2025	ap
silkeleme	Tr	l	20254	ize
silkelemek	Tr	l	20255	ize
silkme	Tr	l	20256	ize
sille	Fars	l	20257	ize
silmek	Tr	l	20259	ize
simge	Sanskr-tr	l	20267	ize
simit	Yun	l	20269	ize
baraka	Itl	l	2027	ap
simsar	Ar	l	20271	ize
sinagog	Yun	l	20277	ize
baran	Fars	l	2028	mno1
barata	Itl	l	2029	ap
sinema	Fr cinéma	l	20293	ize
sini	Fars	l	20298	ize
adet	Ar	l	203	s75
baratarya	Itl	l	2030	ap
sinir	Zend	l	20301	ize
sinmek	Chi-tr	l	20306	ize
barba	Itl	l	2031	ap
sinsi	Chi-tr	l	20312	ize
barbakan	Fr	l	2032	ap
siper	Fars	l	20321	ize
barbar	Fr	l	2033	ap
barbata	Itl	l	2034	ap
barbeku@	Ing	l	2035	ap
sivil	Fr civil	l	20357	ize
sivilce	Tr	l	20358	ize
barbiturat	Br	l	2036	ym
sivri	Zend	l	20361	ize
siya	Itl scia	l	20364	ize
siyah	Fars	l	20365	ize
barbunya	Itl	l	2037	ap
siyaset	Ar	l	20372	ize
siyasi	Ar	l	20373	ize
barc@a	Itl	l	2039	ap
adetc@e	Ar-tr	l	204	s75
soba	Itl stufa	l	20427	ize
sofa	Ar	l	20432	ize
sofra	Ar	l	20436	ize
softa	Yun/ar	l	20437	ize
sofu	Ar	l	20438	ize
sog@an	Sanskr	l	20439	ize
barem	Fr	l	2044	ap
barfiks	Fr	l	2045	ap
barhana	Fars	l	2047	tdk
bari	Fars	l	2048	tdk
somun	Yun	l	20487	ize
son	Tr	l	20493	ize
bari@@	Ar	l	2050	mno1
sonuc@	Tr	l	20508	ize
barid	Ar	l	2058	mno1
barikad	Fr	l	2059	ap
adi	Ar a@di	l	206	ize
barikat	Fr	l	2060	ap
barisfer	Fr	l	2061	ap
baritin	Fr	l	2062	ap
bariton	Fr	l	2063	ap
bariz	Ar	l	2064	mno1
su@nger	Yun	l	20651	ize
su@ngu@	Tr	l	20653	ize
barka	Itl	l	2066	ap
barko	Itl	l	2067	ap
su@rme	Tr	l	20687	ize
su@rmek	Tr	l	20688	ize
su@rmelemek	Tr/fars-tr-tr	l	20689	ize
barmen	Ing	l	2069	ap
su@rtme	Tr	l	20693	ize
su@rtmek	Tr	l	20694	ize
su@rtu@k	Tr	l	20695	ize
su@rtu@lmek	Tr	l	20696	ize
su@ru@	Tr	l	20697	ize
su@ru@kleme	Tr	l	20699	ize
adi@@l	Ar	l	207	gh
su@ru@klemek	Tr	l	20700	ize
su@ru@lmek	Tr	l	20702	ize
su@ru@m	Tr	l	20703	ize
baro	Fr	l	2071	ap
su@ru@nmek	Tr	l	20710	ize
barok	Port	l	2072	ap
su@t	Tr	l	20723	ize
su@tun	Fars	l	20725	ize
su@vari	Fars	l	20726	ize
barometre	Fr	l	2073	ap
su@zgec@	Tr	l	20730	ize
su@zme	Tr	l	20731	ize
su@zmek	Tr	l	20732	ize
barones	Port	l	2074	ap
subay	Tr	l	20740	ize
suc@	Tr	l	20746	ize
suc@lama	Tr	l	20748	ize
suc@lamak	Tr	l	20749	ize
barsak	Tr	l	2075	ize
barsama	Yun	l	2077	ap
barudi	Fars	l	2079	mno1
adi@@m	Ar	l	208	gh
barudi@@	Fars	l	2080	mno1
barut	Fars ba@ru@@d	l	2081	ize
barutc@u	Fars-tr	l	2082	ize
susmak	Tr	l	20821	ize
baryum	Fr	l	2083	ap
bas@	Tr	l	2085	ize
taab	Ar	l	20865	mno1
taabu@d	Ar	l	20866	mno1
taaccu@p	Ar	l	20867	mno1
taacu@b	Ar	l	20868	mno1
taaddi	Ar	l	20869	mno1
taaddu@d	Ar	l	20870	mno1
taaddu@t	Ar	l	20871	mno1
taaffu@n	Ar	l	20872	mno1
taahhu@d	Ar	l	20873	mno1
taahhu@t	Ar	l	20874	mno1
taakul	Ar	l	20875	mno1
taala@llah	Ar	l	20876	ym
taallu@@k	Ar	l	20877	mno1
taallu@l	Ar	l	20878	mno1
taallu@m	Ar	l	20879	mno1
bas@abas@	Tr	l	2088	ize
taalluk	Ar	l	20880	mno1
taam	Ar	l	20881	mno1
taammu@d	Ar	l	20882	mno1
taammu@den	Ar	l	20883	mno1
taammu@m	Ar	l	20884	mno1
taannu@d	Ar	l	20885	mno1
taannu@t	Ar	l	20886	mno1
taarruz	Ar	l	20887	mno1
taas@s@uk	Ar	l	20888	mno1
taassub	Ar	l	20889	mno1
bas@ak	Tr	l	2089	ize
taassup	Ar	l	20890	mno1
taat	Ar	l	20891	mno1
taayyu@n	Ar	l	20892	mno1
taayyu@s@	Ar	l	20893	mno1
taazzi	Ar	l	20894	mno1
taazzum	Ar	l	20895	mno1
taban	Ar	l	20897	mno1
tabetmek	Ar tr	l	20898	tdk
tababet	Ar	l	20902	mno1
tabahat	Ar	l	20903	mno1
tabak	Ar	l	20904	ize
tabaka	Isp tabaco	l	20905	ize
tabakhane	Ar ; fars	l	20907	mno1; mno1
taban	Tr	l	20908	ize
tabanca	Fars	l	20909	ize
bas@ari@	Tr	l	2091	ize
tabanli@	Tr	l	20910	ize
tabasbus	Ar	l	20911	mno1
tabayi	Ar	l	20912	mno1
tabela	Itl tabella	l	20913	ize
tabela@	Itl tabella	l	20914	ize
tabetmek	Ar tr	l	20915	tdk
tabi	Ar	l	20916	mno1
tabi@	Ar	l	20917	tdk
bas@armak	Tr	l	2092	ize
tabiat	Ar	l	20920	ize
tabib	Ar	l	20922	mno1
tabii	Ar	l	20924	mno1
tabii@@	Ar	l	20925	mno1
tabiiyet	Ar	l	20927	tdk
tabip	Ar	l	20928	mno1
tabir	Ar	l	20929	mno1
bas@asistanli@k	Tr+fr-tr	l	2093	ize
tabla	Lat tabula; yun	l	20930	ize; ct
tabldot	Fr table-dhôte	l	20931	oxford
tablo	Fr tableau	l	20932	oxford
tabnak	Ar	l	20933	mno1
tabu	Polynesian > fr	l	20934	tdk
tabur	Ar	l	20936	ize
tabure	Fr tabouret	l	20937	ize
tabut	Ar	l	20938	ize
tabya	Ar	l	20939	tdk
bas@at	Tr	l	2094	ize
tac	Fars	l	20940	tdk
tac@	Fars	l	20941	ize
tacil	Ar	l	20943	tdk
tacir	Ar	l	20944	mno1
taciz	Ar	l	20945	mno1
tad-	Tr	l	20946	ize
tadad	Ar	l	20947	mno1
tadat	Ar	l	20949	mno1
bas@bakanli@k	Tr	l	2095	ize
tadi@m	Tr	l	20950	ize
tadil	Ar	l	20951	mno1
tadilat	Ar	l	20952	mno1
tafahhus	Ar	l	20953	mno1
tafdil	Ar	l	20954	mno1
taflan	Yun	l	20955	ize
tafra	Ar	l	20956	ize
tafsil	Ar	l	20957	mno1
tafta	Br	l	20958	ym
tag@diye	Ar	l	20959	tdk
tag@s@is@	Ar	l	20960	tdk
tag@yir	Ar	l	20961	tdk
tagallu@b	Ar	l	20963	mno1
tagallu@p	Ar	l	20964	mno1
taganni	Ar	l	20965	mno1
tagayyu@b	Ar	l	20966	mno1
tagayyu@r	Ar	l	20967	mno1
tahaccu@r	Ar	l	20968	mno1
tahaddu@s	Ar	l	20969	mno1
bas@imam	Tr+ar	l	2097	ize
tahaffu@f	Ar	l	20970	mno1
tahaffuz	Ar	l	20971	mno1
tahakku@m	Ar	l	20972	mno1
tahakkuk	Ar	l	20973	mno1
tahallu@@s	Ar	l	20974	mno1
tahallu@l	Ar	l	20975	mno1
tahammu@l	Ar	l	20976	ize
tahammu@r	Ar	l	20977	mno1
tahammuz	Ar	l	20978	mno1
tahan	Ar	l	20979	mno1
taharet	Ar	l	20980	mno1
taharri	Ar	l	20981	mno1
taharru@k	Ar	l	20982	mno1
taharru@s@	Ar	l	20983	mno1
tahas@s@u@d	Ar	l	20984	mno1
tahas@s@u@t	Ar	l	20985	mno1
tahassu@r	Ar	l	20986	mno1
tahassu@s	Ar	l	20987	mno1
tahassul	Ar	l	20988	mno1
tahassun	Ar	l	20989	mno1
tahattu@r	Ar	l	20990	mno1
tahattur	Ar	l	20991	mno1
tahavvu@l	Ar	l	20992	mno1
tahayyu@l	Ar	l	20993	mno1
tahayyu@r	Ar	l	20994	mno1
tahayyu@z	Ar	l	20995	mno1
tahdid	Ar	l	20996	mno1
tahdidat	Ar	l	20997	mno1
tahdis@	Ar	l	20998	mno1
tahfif	Ar	l	20999	mno1
adi@m	Tr	l	210	ize
tahi@n	Ar	l	21001	mno1
tahin	Ar	l	21002	ize
tahir	Ar	l	21003	mno1
tahkik	Ar	l	21004	ize
tahkim	Ar	l	21005	mno1
tahkir	Ar	l	21006	ize
tahkiye	Ar	l	21007	mno1
tahlif	Ar	l	21008	mno1
tahlil	Ar	l	21009	ize
bas@kaldi@ran	Tr	l	2101	ize
tahlis	Ar	l	21010	mno1
tahlisiye	Ar	l	21011	mno1
tahlit	Ar	l	21012	mno1
tahliye	Ar	l	21013	ize
tahmil	Ar	l	21014	mno1
tahmin	Ar	l	21015	ize
tahmis	Ar	l	21016	mno1
tahnetmek	Ar ; tr	l	21018	mno1; ize
tahnit	Ar	l	21019	mno1
bas@kaldi@rmak	Tr	l	2102	ize
tahra	Fars	l	21020	ize
tahrib	Ar	l	21021	mno1
tahrib-	Ar	l	21022	mno1
tahrif	Ar	l	21023	mno1
tahrik	Ar	l	21024	ize
tahril	Ar	l	21025	tdk
tahrim	Ar	l	21027	mno1
tahrip	Ar	l	21028	mno1
tahrir	Ar	l	21029	mno1
bas@kan	Tr	l	2103	ize
tahris	Ar	l	21031	mno1
tahris@	Ar	l	21032	mno1
tahs@id	Ar	l	21033	mno1
tahs@idat	Ar	l	21034	mno1
tahs@iye	Ar	l	21035	mno1
tahsil	Ar	l	21036	mno1
tahsin	Ar	l	21037	mno1
tahsis	Ar	l	21038	mno1
taht	Ar	l	21039	mno1
bas@lahana	Tr+yun	l	2104	ize
tahta	Fars	l	21040	ize
tahtani@	Ar	l	21042	mno1
tahtapabuc	Fars ; fars	l	21043	ize; ize
tahtela@rz	Ar	l	21044	mno1
tahtelbahir	Ar	l	21045	mno1
tahti@ravan	Fars	l	21046	ize
tahtie	Ar	l	21047	mno1
tahtim	Ar	l	21048	mno1
tahvif	Ar	l	21049	mno1
bas@lama	Tr	l	2105	ize
tahvil	Ar	l	21050	mno1
tahzir	Ar	l	21051	mno1
taife	Ar	l	21053	mno1
takabbuz	Ar	l	21056	mno1
takaddu@m	Ar	l	21057	mno1
takallu@@b	Ar	l	21058	mno1
takallu@@s	Ar	l	21059	mno1
bas@lamak	Tr	l	2106	ize
takarru@b	Ar	l	21060	mno1
takarru@p	Ar	l	21061	mno1
takarru@r	Ar	l	21062	mno1
takas	Ar	l	21063	ize
takat	Ar	l	21064	ize
takayyu@d	Ar	l	21067	mno1
takayyu@h	Ar	l	21068	mno1
takayyu@t	Ar	l	21069	mno1
bas@lanmak	Tr	l	2107	ize
takbih	Ar	l	21071	mno1
takbil	Ar	l	21072	mno1
takdim	Ar	l	21073	ize
takdir	Ar	l	21074	ize
takdiramiz	Ar fars	l	21075	mno1
takdis	Ar	l	21076	mno1
takeometre	Fr	l	21077	ap
taki@	Tr	l	21078	ize
taki@ldak	Tr	l	21079	ize
bas@li@	Tr	l	2108	ize
taki@lgan	Tr	l	21080	ize
taki@li@s@	Tr	l	21081	ize
taki@lmak	Tr	l	21082	ize
taki@m	Tr	l	21083	ize
taki@mada	Tr	l	21084	ize
taki@madalar	Tr	l	21085	ize
taki@nak	Tr	l	21086	ize
taki@nmak	Tr	l	21087	ize
bas@li@bas@i@na	Tr	l	2109	ize
taki@zafer	Ar	l	21091	mno1
takib	Ar	l	21092	ize
takib-	Ar	l	21093	ize
takid	Ar	l	21094	mno1
takim	Ar	l	21095	mno1
takimetre	Br	l	21096	ym
takip	Ar	l	21097	ize
takke	Ar	l	21098	ize
adi@mlamak	Tr	l	211	ize
taklib	Ar	l	21102	mno1
taklid	Ar	l	21103	ize
taklid-	Ar	l	21104	ize
taklil	Ar	l	21105	mno1
taklip	Ar	l	21106	mno1
taklit	Ar	l	21107	ize
takma	Tr	l	21108	ize
takmak	Tr	l	21109	ize
bas@makale	Tr+?	l	2111	ize
takmamak	Tr	l	21110	ize
takometre	Br	l	21111	ym
takoz	Yun	l	21112	ize
takrib	Ar	l	21113	mno1
takrib-	Ar	l	21114	mno1
takrir	Ar	l	21115	mno1
takriz	Ar	l	21117	mno1
taksa	Yun > fr	l	21118	tdk
taksi	Yun	l	21119	tdk
bas@parmak	Tr	l	2112	ize
taksim	Ar	l	21120	ize
taksir	Ar	l	21121	mno1
taksit	Ar	l	21122	ize
taksonomi	Br	l	21123	ym
takt	Fr	l	21124	tdk
takti	Ar	l	21126	tdk
taktik	Br	l	21128	ym
taktir	Ar	l	21129	tdk
bas@tanbas@a	Tr	l	2113	ize
takunya	Yun	l	21132	ize
takva	Ar	l	21134	mno1
takvim	Ar	l	21135	ize
takviye	Ar	l	21136	mno1
takyid	Ar	l	21137	mno1
takyit	Ar	l	21138	mno1
tal	Br	l	21139	ym
bas@tarda	Itl	l	2114	ap
tala@k	Ar	l	21140	mno1
tala@kat	Ar	l	21141	mno1
talak	Ar	l	21143	mno1
talakat	Ar	l	21144	mno1
talamak	Tr	l	21145	ize
talan	Tr	l	21146	ize
talas@	Fars	l	21148	ize
talaz	Yun	l	21149	ize
bas@vurmak	Tr	l	2115	ize
taleb	Ar	l	21150	ize
talebe	Ar	l	21151	ize
talep	Ar	l	21153	ize
tali	Ar	l	21155	mno1
talia	Ar	l	21156	mno1
talib	Ar	l	21157	mno1
talib-	Ar	l	21158	mno1
talih	Ar	l	21159	ize
basac@	Tr	l	2116	ize
talik	Ar	l	21161	mno1
talika	Slavic	l	21162	ap
talim	Ar	l	21164	ize
talimar	Itl	l	21165	tdk
talimat	Ar	l	21166	mno1
talip	Ar	l	21167	mno1
basamak	Tr	l	2117	ize
taltif	Ar	l	21174	mno1
talveg	Br	l	21175	ym
talyon	Br	l	21176	ym
tamaan	Ar	l	21178	mno1
tamah	Ar	l	21179	mno1
basan	Tr	l	2118	ize
tamam	Ar	l	21180	ize
tamamen	Ar	l	21181	mno1
tambur	Fars	l	21183	ize
tamik	Ar	l	21185	tdk
tamim	Ar	l	21186	mno1
tamir	Ar	l	21187	ize
tamirat	Ar	l	21188	mno1
basar	Ar	l	2119	mno1
tampon	Fr	l	21190	ap
tamu	Sanskr	l	21194	ize
tan	Tr	l	21195	ize
tanassur	Ar	l	21196	tdk
tandi@r	Ar	l	21197	ize
tane	Fars	l	21198	ize
adid	Ar	l	212	gh
basari@k	Tr	l	2120	ize
tanen	Fr	l	21200	ap
tanetmek	Ar ; tr	l	21201	mno1; ize
tango	Isp	l	21204	ap
tani@	Tr	l	21205	ize
tani@k	Tr	l	21206	ize
tani@lama	Tr	l	21207	ize
tani@ma	Tr	l	21208	ize
tani@mak	Tr	l	21209	ize
basbayag@i@	Tr	l	2121	ize
tani@mlama	Tr	l	21210	ize
tani@nma	Tr	l	21211	ize
tani@s@	Tr	l	21212	ize
tani@si@zli@k	Tr	l	21213	ize
tani@t	Tr	l	21214	ize
tanin	Ar	l	21215	mno1
tanjant	Fr	l	21216	ap
tank	Ing	l	21217	ap
tanlamak	Tr	l	21218	ize
tannan	Ar	l	21219	mno1
basen	Fr	l	2122	ap
tansi@k	Tr	l	21220	ize
tansif	Ar	l	21221	mno1
tansiyon	Fr	l	21222	ap
tantal	Fr	l	21224	ap
tanyeri	Tr	l	21229	ize
basgac@	Tr	l	2123	ize
tanzifat	Ar	l	21230	mno1
tanzim	Ar	l	21231	mno1
tanzimat	Ar	l	21232	mno1
tanzir	Ar	l	21233	mno1
tapa	Itl tappo; yun	l	21234	ize; ct
tapi@	Tr	l	21236	ize
tapi@nak	Tr	l	21237	ize
tapir	Fr	l	21239	ap
basi@k	Tr	l	2124	ize
tapiso@ri	Br	l	21240	ym
tapma	Tr	l	21242	ize
tapmak	Tr	l	21243	ize
tapon	Fr	l	21244	ap
tapu	Tr	l	21248	ize
tapyoka	Fr	l	21249	ap
basi@la!	Tr	l	2125	ize
tarab	Ar	l	21251	mno1
tarac	Fars	l	21252	mno1
tarac@a	Itl terrazza	l	21253	ize
taraf	Ar	l	21254	ize
tarafeyn	Ar	l	21256	mno1
tarak	Tr	l	21257	ize
tarakc@i@	Tr	l	21258	ize
tarali@	Tr	l	21259	ize
basi@li@	Tr	l	2126	ize
tarama	Tr	l	21260	ize
taramak	Tr	l	21261	ize
taranga	Unknown	l	21262	ap
taranmak	Tr	l	21263	ize
tarassud	Ar	l	21264	mno1
tarassut	Ar	l	21265	mno1
taratmak	Tr	l	21266	ize
taravet	Ar	l	21268	mno1
basi@lmak	Tr	l	2127	ize
tarc@i@n	Fars	l	21272	ize
tard	Ar	l	21273	mno1
taret	Ing	l	21275	ap
tarhana	Fars	l	21277	ize
basi@m	Tr	l	2128	ize
tari@m	Tr	l	21280	ize
tarif	Ar	l	21283	ize
tarife	Ar	l	21284	mno1
tarih	Ar	l	21285	mno1
tarik	Ar	l	21287	mno1
tariz	Ar	l	21288	mno1
tarla	Tr	l	21289	ize
basi@n	Tr	l	2129	ize
tarlakoz	Unknown	l	21291	ap
tarpan	Fr	l	21292	ap
tarraka	Ar	l	21293	mno1
tarsi	Ar	l	21294	mno1
tarsin	Ar	l	21295	mno1
tart	Fr	l	21296	ap
adil	Ar adl	l	213	ize; s75
tarumar	Fars	l	21305	tdk
tarz	Ar	l	21306	mno1
tarziye	Ar	l	21307	mno1
tasib	Ar	l	21309	mno1
basi@nc@	Ap	l	2131	ize
tas@eron	Fr tacherone	l	21314	ize
tas@i@ma	Tr	l	21317	ize
tas@i@mak	Tr	l	21318	ize
tas@i@msi@	Tr	l	21319	ize
basi@r	Ar	l	2132	mno1
tas@i@nmak	Tr	l	21321	ize
tas@i@t	Tr	l	21324	ize
tas@i@yan	Tr	l	21326	ize
basi@s@	Tr	l	2133	ize
tas@ki@n	Tr	l	21330	ize
tas@mak	Tr	l	21335	ize
tas@ra	Tr	l	21339	ize
basil	Fr	l	2134	ap
tasa	Fars	l	21340	ize
tasaddi	Ar	l	21341	mno1
tasadduk	Ar	l	21342	mno1
tasalandi@rmak	Fars-tr-tr-tr	l	21343	ize
tasallu@@t	Ar	l	21345	mno1
tasallu@b	Ar	l	21346	mno1
tasallu@f	Ar	l	21347	mno1
tasallu@p	Ar	l	21348	mno1
tasallut	Ar	l	21349	mno1
basir	Ar	l	2135	mno1
tasannu	Ar	l	21350	mno1
tasar	Tr	l	21351	ize
tasarruf	Ar	l	21352	ize
